First,Last,Nickname,Ht,Wt,Reach,Stance,W,L,D,Belt,SLpM,Str. Acc.,SApM,Str. Def,,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Assuerio,Silva,,"5' 10""",241 lbs.,--,Orthodox,16,8,0,,1.42,46%,4.20,54%,N/A,2.66,34%,25%,1.8
Steven,Siler,Super,"5' 11""",145 lbs.,"70.0""",Orthodox,29,16,0,,3.21,41%,2.96,54%,N/A,0.47,21%,55%,1.6
Anderson,Silva,The Spider,"6' 2""",185 lbs.,"77.0""",Southpaw,34,11,0,,3.05,61%,2.05,60%,N/A,0.50,77%,69%,0.8
Kiril,Sidelnikov,,"5' 11""",230 lbs.,--,,11,4,0,,2.87,28%,4.48,61%,N/A,0.00,0%,0%,0.0
Landon,Showalter,The Show,"6' 0""",185 lbs.,--,,11,19,1,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Brandon,Shuey,Big Dawg,"5' 7""",155 lbs.,--,Orthodox,7,6,0,,0.68,33%,1.36,0%,N/A,0.00,0%,0%,10.2
Sam,Sicilia,,"5' 8""",145 lbs.,"67.0""",Orthodox,15,8,0,,2.46,33%,3.55,59%,N/A,1.45,43%,70%,0.9
Ivan,Shtyrkov,Ural Hulk,"6' 0""",205 lbs.,"74.0""",Orthodox,15,0,1,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Liudvik,Sholinian,Palmeyros,"5' 10""",135 lbs.,"71.0""",Orthodox,9,4,1,,2.50,30%,5.67,55%,N/A,0.00,0%,66%,0.0
Josh,Shockley,,"6' 1""",155 lbs.,--,Orthodox,11,4,0,,1.40,33%,1.75,60%,N/A,0.00,0%,61%,0.8
Alexander,Shlemenko,Storm,"5' 11""",185 lbs.,--,,56,9,0,,4.36,60%,1.71,63%,N/A,0.00,0%,0%,0.0
Akira,Shoji,,"5' 8""",195 lbs.,--,Orthodox,14,17,5,,1.03,34%,2.63,53%,N/A,1.79,73%,82%,0.4
Yuya,Shirai,,"5' 8""",168 lbs.,--,Orthodox,26,14,2,,1.02,100%,4.07,55%,N/A,0.00,0%,0%,0.0
Wes,Shivers,,"6' 8""",--,--,,7,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Raja,Shippen,,"5' 6""",145 lbs.,--,,18,11,1,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Josh,Shockman,The War Hammer,"6' 4""",235 lbs.,--,Southpaw,6,3,0,,0.87,32%,0.87,58%,N/A,0.00,0%,23%,0.0
Shi,Ming,,"5' 2""",115 lbs.,"60.0""",Orthodox,15,5,0,,2.53,39%,1.80,68%,N/A,0.00,0%,66%,0.0
Shunichi,Shimizu,,"5' 5""",135 lbs.,--,Orthodox,30,18,11,,0.14,33%,4.68,30%,N/A,0.00,0%,0%,0.0
Wade,Shipp,The Nightmare,"6' 3""",245 lbs.,--,Orthodox,11,5,0,,4.29,86%,2.14,0%,N/A,0.00,0%,75%,0.0
Jack,Shore,Tank,"5' 8""",145 lbs.,"71.0""",Orthodox,17,2,0,,3.75,58%,2.32,56%,N/A,3.10,38%,76%,0.7
Henrique,Shiguemoto,,"5' 11""",185 lbs.,"72.0""",Orthodox,13,4,1,,3.60,33%,6.00,16%,N/A,0.00,0%,50%,0.0
Jake,Shields,,"6' 0""",170 lbs.,"72.0""",Orthodox,31,9,1,,2.45,36%,1.80,56%,N/A,2.83,29%,35%,1.2
Antonina,Shevchenko,La Pantera,"5' 8""",125 lbs.,"67.0""",Southpaw,10,4,0,,3.86,55%,2.93,52%,N/A,0.43,42%,53%,0.4
Katsuyori,Shibata,,"6' 0""",168 lbs.,--,Orthodox,4,11,1,,2.06,35%,2.40,53%,N/A,0.49,50%,53%,0.7
Priya,Sharma,The Catwoman,"5' 1""",115 lbs.,"59.0""",Orthodox,5,2,0,,1.33,16%,3.20,40%,N/A,0.00,0%,55%,0.0
Jason,Sharp,,--,205 lbs.,--,,3,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Valentina,Shevchenko,Bullet,"5' 5""",125 lbs.,"66.0""",Southpaw,23,4,1,,3.28,52%,2.11,62%,N/A,2.56,63%,71%,0.4
Sean,Sherk,The Muscle Shark,"5' 6""",155 lbs.,"67.0""",Orthodox,36,4,1,,2.17,35%,2.71,55%,N/A,4.09,46%,56%,0.4
Shang,Zhifa,Northeast Flying Tiger,"5' 7""",125 lbs.,"63.0""",Orthodox,32,8,0,,1.27,32%,1.27,60%,N/A,2.00,100%,0%,0.0
Chase,Sherman,The Vanilla Gorilla,"6' 4""",250 lbs.,"78.0""",Orthodox,16,12,0,,6.04,45%,6.65,52%,N/A,0.09,50%,74%,0.0
Ken,Shamrock,The World's Most Dangerous Man,"6' 1""",205 lbs.,"72.0""",Orthodox,28,17,2,,1.47,46%,4.30,39%,N/A,0.94,60%,44%,2.5
Frank,Shamrock,,"5' 10""",185 lbs.,--,Orthodox,23,10,2,,4.75,53%,4.66,57%,N/A,0.35,50%,37%,1.1
Eric,Shelton,Showtime,"5' 6""",125 lbs.,"68.0""",Orthodox,12,6,0,,2.57,42%,1.88,63%,N/A,2.83,51%,46%,0.2
Kamal,Shalorus,Prince of Persia,"5' 8""",155 lbs.,"68.0""",Orthodox,9,5,2,,3.06,32%,2.99,70%,N/A,2.07,50%,80%,0.0
Liliya,Shakirova,,"5' 4""",125 lbs.,"65.0""",Orthodox,8,2,0,,2.70,30%,2.58,74%,N/A,0.00,0%,0%,0.0
Don,Shainis,Shameless,"5' 6""",145 lbs.,"67.0""",Orthodox,12,5,0,,3.42,50%,5.87,31%,N/A,0.97,25%,20%,1.9
Leon,Shahbazyan,,"6' 4""",170 lbs.,"74.0""",Orthodox,7,2,0,,6.33,52%,8.18,32%,N/A,1.46,50%,0%,0.0
Rosi,Sexton,The Surgeon,"5' 3""",135 lbs.,--,Orthodox,13,5,0,,3.31,39%,7.42,41%,N/A,0.75,10%,80%,0.0
Edmen,Shahbazyan,The Golden Boy,"6' 2""",185 lbs.,"75.0""",Orthodox,13,4,0,,3.60,52%,4.09,45%,N/A,2.24,38%,63%,0.6
Scott,Shaffer,,"5' 7""",145 lbs.,--,Orthodox,0,1,0,,2.40,67%,0.53,50%,N/A,0.00,0%,72%,3.0
Fredy,Serrano,El Profe,"5' 3""",125 lbs.,"65.0""",Orthodox,3,2,0,,1.58,26%,1.89,61%,N/A,2.84,25%,84%,0.0
Dan,Severn,The Beast,"6' 2""",250 lbs.,--,Southpaw,101,19,1,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Igor,Severino,,"5' 7""",125 lbs.,"69.0""",Orthodox,8,1,0,,7.17,52%,4.33,47%,N/A,9.69,71%,50%,0.0
Nick,Serra,The Mad Monkey,"5' 9""",170 lbs.,--,Orthodox,7,3,0,,0.00,0%,1.73,43%,N/A,1.00,10%,0%,2.0
Adrian,Serrano,,"5' 8""",170 lbs.,--,,56,29,4,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Matt,Serra,The Terra,"5' 6""",170 lbs.,"68.0""",Orthodox,11,7,0,,1.98,39%,2.64,46%,N/A,2.05,20%,38%,0.9
Ivan,Serati,,"6' 0""",205 lbs.,--,Orthodox,12,4,0,,0.86,26%,5.33,29%,N/A,0.00,0%,0%,0.0
Alex,Serdyukov,The Russian Crusher,"6' 2""",170 lbs.,"74.0""",Orthodox,8,5,0,,4.94,48%,3.10,46%,N/A,1.84,55%,67%,1.8
Ray,Seraille,,"6' 3""",246 lbs.,--,,8,9,0,,5.29,27%,17.65,41%,N/A,0.00,0%,0%,0.0
Nicholas,Sergiacomi,,--,170 lbs.,--,,1,1,0,,4.38,55%,3.94,59%,N/A,0.00,0%,0%,0.0
Kim In,Seok,,"5' 6""",145 lbs.,--,Orthodox,3,6,0,,0.87,37%,5.19,60%,N/A,0.00,0%,0%,0.0
Andrei,Semenov,,"6' 0""",185 lbs.,--,Orthodox,34,9,2,,0.78,15%,2.44,60%,N/A,1.74,80%,55%,0.4
Mackens,Semerzier,Da Menace,"5' 9""",145 lbs.,"72.0""",Orthodox,8,4,0,,2.91,45%,3.48,46%,N/A,2.14,50%,50%,2.1
Matthew,Semelsberger,Semi The Jedi,"6' 1""",170 lbs.,"75.0""",Switch,11,7,0,,3.78,43%,4.21,54%,N/A,1.02,57%,45%,0.4
Carl,Seumanutafa,,"6' 1""",255 lbs.,--,Orthodox,10,8,0,,0.00,0%,3.33,75%,N/A,0.00,0%,0%,0.0
Stefan,Sekulic,,"6' 0""",170 lbs.,"75.0""",Southpaw,12,4,0,,1.83,50%,2.83,64%,N/A,2.00,33%,25%,0.5
Tetsuya,Seki,,"5' 10""",155 lbs.,--,,14,8,1,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Pete,Sell,Drago,"5' 11""",170 lbs.,"75.0""",Orthodox,10,7,0,,2.60,42%,3.65,51%,N/A,0.91,21%,47%,0.9
Brendan,Seguin,,"6' 0""",185 lbs.,--,,23,19,1,,2.60,45%,0.60,84%,N/A,5.00,62%,100%,0.0
Brandon,Sene,,"5' 11""",205 lbs.,--,,2,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
YeDam,Seo,,"5' 3""",115 lbs.,"63.0""",Orthodox,7,4,0,,1.07,27%,2.40,58%,N/A,0.50,20%,42%,0.0
Ray,Sefo,Sugarfoot,"6' 0""",240 lbs.,--,Orthodox,2,2,0,,0.86,31%,1.71,72%,N/A,0.00,0%,66%,0.0
Kenneth,Seegrist,,"6' 0""",185 lbs.,--,Orthodox,4,7,0,,3.21,66%,1.28,0%,N/A,0.00,0%,40%,14.4
Matt,Secor,,"6' 0""",170 lbs.,--,,8,4,0,,0.51,20%,0.81,50%,N/A,3.03,100%,0%,3.0
Mike,Seal,Crazy Boy,"6' 4""",185 lbs.,--,Orthodox,13,15,1,,5.50,68%,3.33,50%,N/A,0.00,0%,33%,0.0
Neil,Seery,2Tap,"5' 4""",125 lbs.,"64.0""",Orthodox,16,13,0,,3.56,41%,3.79,58%,N/A,0.78,27%,53%,1.6
Rony,Sefo,,"5' 9""",225 lbs.,--,Orthodox,0,2,0,,0.00,0%,0.43,0%,N/A,0.00,0%,0%,0.0
Greg,Scott,,"5' 9""",145 lbs.,--,,3,4,0,,3.90,55%,7.79,37%,N/A,11.69,100%,0%,0.0
Louis Lee,Scott,Lightning,--,135 lbs.,--,,8,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Brian,Schwartz,,"6' 3""",170 lbs.,--,Orthodox,1,1,0,,1.27,44%,0.87,45%,N/A,0.00,0%,50%,1.0
Brad,Scott,Bear,"6' 1""",170 lbs.,"76.0""",Orthodox,11,6,0,,3.52,41%,4.31,57%,N/A,0.32,15%,63%,0.7
Eric,Schwartz,,--,205 lbs.,--,,2,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Wesley,Schultz,Party Time,--,185 lbs.,--,,6,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Justin,Scoggins,,"5' 7""",125 lbs.,"66.0""",Southpaw,11,5,0,,3.56,51%,2.16,55%,N/A,3.42,63%,82%,0.5
Lacey,Schuckman,,"5' 3""",125 lbs.,--,,11,10,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Nate,Schroeder,,"6' 1""",230 lbs.,--,,11,10,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Mark,Schultz,,"5' 9""",200 lbs.,--,Orthodox,1,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Darrill,Schoonover,The Boss,"6' 2""",220 lbs.,--,Orthodox,14,8,0,,1.20,33%,4.35,38%,N/A,0.00,0%,50%,1.1
Bailey,Schoenfelder,Berserk,--,265 lbs.,--,,5,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Alex,Schoenauer,,"6' 3""",185 lbs.,--,Orthodox,15,10,0,,1.22,40%,2.27,42%,N/A,0.00,0%,22%,4.9
Bob,Schrijber,Dirty,"6' 0""",240 lbs.,--,Orthodox,20,17,1,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Colleen,Schneider,,--,135 lbs.,--,,11,7,0,,2.17,48%,2.50,50%,N/A,2.50,50%,60%,0.0
Daniel,Schmitt,,--,185 lbs.,--,,2,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Adam,Schindler,,"5' 8""",155 lbs.,--,,10,6,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Nursulton,Ruziboev,Black,"6' 5""",170 lbs.,"76.0""",Orthodox,34,9,2,,2.50,43%,4.60,49%,N/A,0.77,100%,0%,0.0
Semmy,Schilt,Hightower,"6' 10""",265 lbs.,--,Orthodox,26,14,1,,1.20,50%,1.31,53%,N/A,0.00,0%,47%,1.1
Bas,Rutten,El Guapo,"6' 1""",205 lbs.,--,Orthodox,28,4,1,,5.59,61%,2.06,79%,N/A,0.00,0%,0%,0.0
Matt,Schnell,Danger,"5' 8""",125 lbs.,"70.0""",Orthodox,16,8,0,,4.23,38%,4.56,55%,N/A,0.59,44%,50%,1.0
Casey,Ryan,,--,185 lbs.,--,,7,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Joe,Schilling,,"6' 3""",185 lbs.,--,,2,5,0,,2.84,52%,2.64,48%,N/A,0.00,0%,44%,0.0
Pat,Schilling,Thrilling,"5' 8""",145 lbs.,--,Orthodox,5,2,0,,1.87,26%,8.24,52%,N/A,0.00,0%,0%,0.0
Samy,Schiavo,,"5' 8""",155 lbs.,--,Orthodox,10,6,0,,1.68,34%,2.62,38%,N/A,0.94,50%,66%,0.9
Fabiano,Scherner,Pegaleve,"6' 3""",257 lbs.,--,Orthodox,11,10,0,,1.31,31%,3.20,38%,N/A,1.09,33%,40%,0.0
Antonio,Schembri,Nino,"5' 9""",205 lbs.,--,Orthodox,5,5,0,,0.72,26%,2.12,55%,N/A,1.31,40%,0%,0.4
Eric,Schambari,,"5' 11""",185 lbs.,--,Orthodox,15,6,0,,1.43,42%,1.07,54%,N/A,3.00,42%,0%,1.0
Brendan,Schaub,Big Brown,"6' 4""",245 lbs.,"78.0""",Orthodox,10,5,0,,2.92,37%,2.22,57%,N/A,2.32,46%,72%,0.4
Matheus,Scheffel,Buffa,"6' 2""",205 lbs.,"75.0""",Orthodox,14,7,0,,1.33,36%,3.00,47%,N/A,0.00,0%,100%,0.0
Kerry,Schall,Meat Truck,"6' 2""",265 lbs.,--,Orthodox,24,13,0,,0.94,11%,4.84,63%,N/A,0.00,0%,0%,0.0
Mike,Russow,,"6' 1""",255 lbs.,"73.0""",Orthodox,15,3,0,,1.55,47%,2.90,59%,N/A,4.66,43%,0%,0.7
Eric,Schafer,Red,"6' 3""",185 lbs.,"76.0""",Orthodox,14,8,2,,1.89,34%,3.38,56%,N/A,1.81,36%,50%,1.8
Montserrat Conejo,Ruiz,,"5' 0""",115 lbs.,"61.0""",Southpaw,10,4,0,,0.79,27%,4.96,37%,N/A,2.05,83%,33%,0.8
Paul,Ruiz,,"5' 6""",135 lbs.,--,,7,4,0,,1.40,33%,1.40,75%,N/A,0.00,0%,100%,20.9
Anthony,Ruiz,El Toro,"6' 2""",205 lbs.,--,Orthodox,33,22,0,,2.56,64%,1.67,28%,N/A,1.43,31%,21%,0.0
Mauricio,Ruffy,,"5' 11""",155 lbs.,"75.0""",Orthodox,10,1,0,,4.88,59%,3.80,59%,N/A,0.00,0%,100%,0.0
Eddie,Ruiz,,"5' 7""",155 lbs.,--,Orthodox,1,1,0,,0.20,25%,1.40,47%,N/A,2.00,12%,0%,0.0
Gabe,Ruediger,Godzilla,"5' 10""",155 lbs.,--,Orthodox,18,8,0,,1.70,31%,5.16,41%,N/A,2.04,11%,28%,0.0
Rodolfo,Rubio Perez,Fito,"5' 5""",145 lbs.,--,Orthodox,10,16,1,,1.13,36%,1.00,62%,N/A,2.00,33%,33%,0.0
Rodrigo,Ruas,,"5' 10""",185 lbs.,--,Orthodox,4,5,1,,1.28,35%,7.00,41%,N/A,0.00,0%,0%,0.0
Marco,Ruas,King of the Streets,"6' 1""",210 lbs.,--,Orthodox,9,4,2,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Mark,Scanlon,,"5' 9""",170 lbs.,--,Orthodox,9,2,0,,2.20,35%,3.33,48%,N/A,3.00,75%,25%,2.0
Mikheil,Sazhiniani,,--,205 lbs.,--,,13,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Brandon,Sayles,Man of War,"6' 5""",265 lbs.,--,,5,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Matt,Sayles,,"5' 7""",155 lbs.,"68.0""",Orthodox,8,4,0,,4.83,41%,2.81,61%,N/A,0.36,16%,81%,0.7
Chris,Saunders,The So Cal Kid,"5' 8""",155 lbs.,--,,16,8,0,,1.48,22%,2.96,75%,N/A,3.70,100%,0%,0.0
Chad W.,Saunders,,"5' 10""",170 lbs.,--,Orthodox,7,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Lumumba,Sayers,,"6' 0""",185 lbs.,--,,6,5,0,,2.54,41%,2.37,48%,N/A,7.63,75%,0%,2.5
Townsend,Saunders,,"5' 5""",170 lbs.,--,Orthodox,0,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Tom,Sauer,,"6' 1""",263 lbs.,--,,25,12,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Jairzinho,Rozenstruik,Bigi Boy,"6' 2""",242 lbs.,"78.0""",Orthodox,14,5,0,,3.44,49%,2.78,47%,N/A,0.00,0%,75%,0.0
Murilo,Rua,Ninja,"5' 11""",185 lbs.,--,Orthodox,20,13,1,,2.48,45%,1.85,53%,N/A,1.97,45%,37%,1.2
Ben,Saunders,Killa B,"6' 2""",170 lbs.,"77.0""",Orthodox,22,13,2,,3.23,50%,3.58,51%,N/A,0.20,40%,66%,1.3
Brandon,Royval,Raw Dawg,"5' 9""",125 lbs.,"68.0""",Southpaw,16,7,0,,4.33,36%,3.42,46%,N/A,0.47,60%,40%,1.1
Kain,Royer,,--,185 lbs.,--,,2,2,0,,0.00,0%,1.63,14%,N/A,0.00,0%,0%,4.1
Cameron,Rowston,Van Damme,--,185 lbs.,--,,8,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Brad,Royster,,--,135 lbs.,--,,1,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Roberta,Rovel,Crusher,"5' 8""",145 lbs.,--,,4,1,0,,0.87,46%,3.00,26%,N/A,0.00,0%,100%,0.0
Phil,Rowe,The Fresh Prince,"6' 3""",170 lbs.,"80.0""",Orthodox,10,5,0,,3.65,49%,4.34,55%,N/A,0.70,36%,56%,0.3
Mauricio,Rua,Shogun,"6' 1""",205 lbs.,"76.0""",Orthodox,27,14,1,,3.57,50%,2.79,54%,N/A,2.01,48%,49%,0.7
Ray,Routh,,"5' 8""",185 lbs.,--,Orthodox,2,1,0,,0.54,21%,3.22,28%,N/A,2.69,33%,0%,0.0
Jeimeson,Saudino,The Minion,"5' 6""",135 lbs.,--,,8,5,0,,0.66,30%,0.82,84%,N/A,2.47,50%,0%,2.5
Uran,Satybaldiev,Gorilla,--,205 lbs.,--,,7,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Takenori,Sato,,"5' 10""",170 lbs.,--,Southpaw,19,11,7,,0.46,33%,12.92,9%,N/A,0.00,0%,0%,0.0
Takashi,Sato,Ten,"5' 10""",170 lbs.,"73.0""",Southpaw,16,7,0,,2.21,41%,3.73,44%,N/A,0.76,37%,60%,0.0
Keisuke,Sasu,Sasuke,"5' 5""",145 lbs.,"69.0""",Switch,11,3,1,,2.76,49%,2.42,48%,N/A,3.76,40%,61%,1.9
Paul,Sass,,"6' 0""",155 lbs.,"73.0""",Orthodox,14,2,0,,0.53,26%,1.90,51%,N/A,0.53,16%,33%,7.4
Masaaki,Satake,,"6' 1""",220 lbs.,--,Orthodox,1,8,1,,1.40,35%,3.76,41%,N/A,0.00,0%,58%,0.0
Yuta,Sasaki,Ulka,"5' 10""",125 lbs.,"71.0""",Southpaw,21,6,2,,2.16,41%,2.50,50%,N/A,3.03,43%,41%,1.2
Kyosuke,Sasaki,,"5' 7""",183 lbs.,--,Southpaw,3,7,4,,0.33,45%,0.93,46%,N/A,0.00,0%,0%,0.0
Yuki,Sasaki,,"6' 2""",185 lbs.,--,Orthodox,25,22,2,,1.09,43%,1.20,57%,N/A,0.43,100%,66%,0.0
Ronda,Rousey,Rowdy,"5' 7""",135 lbs.,"66.0""",Orthodox,12,2,0,,4.17,52%,4.14,44%,N/A,6.26,68%,50%,4.8
Rick,Roufus,,"6' 0""",207 lbs.,--,Southpaw,4,6,0,,0.53,33%,1.06,33%,N/A,0.00,0%,50%,0.0
Kristian,Rothaermel,,"6' 0""",205 lbs.,--,Open Stance,4,3,0,,0.75,50%,2.49,41%,N/A,0.00,0%,0%,0.0
Khalil,Rountree Jr.,,"6' 1""",205 lbs.,"76.0""",Southpaw,14,5,0,,3.84,39%,4.18,50%,N/A,0.00,0%,58%,0.1
Nick,Rossborough,Leatherface,"6' 5""",205 lbs.,--,,26,19,1,,2.80,35%,4.33,35%,N/A,0.00,0%,100%,0.0
Ben,Rothwell,,"6' 4""",265 lbs.,"78.0""",Orthodox,39,14,0,,3.71,42%,4.63,47%,N/A,0.68,34%,70%,0.4
Shannon,Ross,The Turkish Delight,"5' 6""",125 lbs.,"66.0""",Switch,13,9,0,,5.96,39%,7.39,55%,N/A,0.00,0%,100%,0.0
Alexander,Sarnavskiy,Tiger,"5' 11""",155 lbs.,--,,35,6,0,,1.43,66%,2.06,42%,N/A,0.00,0%,75%,0.0
Zach,Rosol,,--,243 lbs.,--,,3,2,0,,0.00,0%,14.21,25%,N/A,0.00,0%,0%,0.0
Harris,Sarmiento,The Hitman,"5' 9""",155 lbs.,--,Orthodox,36,26,0,,0.84,25%,3.46,36%,N/A,2.36,60%,57%,0.0
Jeka,Saragih,,"5' 8""",145 lbs.,"69.0""",Orthodox,14,4,0,,2.73,50%,2.65,41%,N/A,2.21,80%,66%,0.6
Diego,Saraiva,The Octopus,"5' 6""",155 lbs.,--,Orthodox,22,20,1,,1.64,32%,3.58,62%,N/A,1.33,40%,0%,0.7
Kevin,Rosier,,"6' 4""",275 lbs.,--,Orthodox,2,6,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Daniel,Sarafian,,"5' 9""",185 lbs.,"73.0""",Orthodox,10,6,0,,2.23,46%,3.10,58%,N/A,0.36,7%,53%,0.7
Nick,Sanzo,,"5' 9""",190 lbs.,--,,1,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Bob,Sapp,The Beast,"6' 5""",350 lbs.,--,Orthodox,11,20,0,,3.19,55%,1.88,49%,N/A,0.58,100%,72%,0.0
Luana,Santos,,"5' 6""",125 lbs.,"67.0""",Orthodox,8,1,0,,5.33,55%,3.21,65%,N/A,2.03,60%,66%,2.0
Jake,Rosholt,,"6' 1""",185 lbs.,--,Orthodox,12,5,0,,2.68,53%,2.33,49%,N/A,6.51,68%,0%,1.8
Djorden,Santos,Shakur,--,185 lbs.,--,,9,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Gabriel,Santos,Mosquitinho,"5' 9""",145 lbs.,"70.0""",Orthodox,10,2,0,,4.46,55%,6.03,44%,N/A,4.34,46%,66%,1.2
Jared,Rosholt,,"6' 2""",265 lbs.,"75.0""",Orthodox,14,4,0,,2.08,46%,1.52,59%,N/A,1.83,41%,66%,0.1
Raul,Rosas Jr.,El Nino Problema,"5' 9""",135 lbs.,"67.0""",Switch,9,1,0,,1.12,43%,1.41,47%,N/A,4.39,38%,0%,1.8
Hilarie,Rose,,"5' 3""",115 lbs.,"63.0""",Orthodox,4,2,0,,2.33,33%,6.13,44%,N/A,0.00,0%,100%,0.0
Jacob,Rosales,The Lil Badger,"5' 11""",155 lbs.,"74.0""",Orthodox,13,7,0,,7.19,46%,10.66,44%,N/A,1.12,18%,50%,0.6
Karol,Rosa,,"5' 5""",135 lbs.,"67.0""",Orthodox,17,6,0,,6.34,56%,4.78,49%,N/A,1.22,45%,68%,0.0
Aaron,Rosa,,"6' 4""",205 lbs.,"77.0""",Orthodox,18,6,0,,4.03,47%,4.41,45%,N/A,0.36,33%,85%,0.4
Charles,Rosa,Boston Strong,"5' 9""",145 lbs.,"69.0""",Switch,14,8,0,,3.08,36%,3.86,47%,N/A,1.67,35%,38%,1.0
Joao,Roque,,"5' 6""",155 lbs.,--,Orthodox,7,2,4,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Daniel,Santos,Willycat,"5' 7""",135 lbs.,"67.0""",Orthodox,12,2,0,,4.26,37%,5.12,50%,N/A,1.90,50%,73%,0.0
Edivan,Santos,Pe De Sapo,"6' 4""",248 lbs.,"78.0""",Orthodox,12,3,1,,1.55,48%,7.09,26%,N/A,0.00,0%,25%,0.0
George,Roop,,"6' 1""",135 lbs.,"72.0""",Orthodox,15,13,1,,3.43,34%,2.47,60%,N/A,1.05,57%,59%,0.1
Marilia,Santos,Chocolate,"5' 4""",125 lbs.,--,Orthodox,10,3,0,,4.40,54%,4.07,53%,N/A,1.00,100%,66%,1.0
Taila,Santos,,"5' 6""",125 lbs.,"68.0""",Orthodox,19,3,0,,3.39,48%,2.64,58%,N/A,2.00,76%,86%,1.1
Gleristone,Santos,Toninho Furia,"5' 9""",145 lbs.,--,,33,7,0,,3.40,31%,4.40,64%,N/A,0.00,0%,75%,0.0
Andre,Santos,Chatuba,"6' 0""",170 lbs.,--,,38,10,0,,2.77,34%,4.17,41%,N/A,2.50,29%,75%,0.0
Yana,Santos,,"5' 6""",135 lbs.,"68.0""",Orthodox,14,8,0,,4.16,56%,3.03,50%,N/A,1.11,53%,42%,0.1
Bruno,Santos,Carioca,"5' 9""",185 lbs.,--,Orthodox,15,2,0,,1.18,46%,2.27,56%,N/A,3.00,37%,66%,0.3
Jesse,Ronson,The Body Snatcher,"5' 10""",155 lbs.,"70.0""",Southpaw,21,12,0,,3.54,47%,3.39,57%,N/A,0.46,28%,57%,0.5
Juancamilo,Ronderos,100,"5' 3""",125 lbs.,"64.0""",Southpaw,4,2,0,,2.18,30%,2.18,63%,N/A,2.72,33%,0%,0.0
,Rongzhu,,"5' 9""",155 lbs.,"72.0""",Orthodox,25,5,0,,5.47,50%,5.60,45%,N/A,2.09,62%,85%,0.2
Cortavious,Romious,Are You Not Entertained?,"5' 4""",135 lbs.,"68.0""",Southpaw,7,2,0,,14.48,31%,20.69,41%,N/A,0.00,0%,0%,0.0
Kaleio,Romero,KO,"5' 10""",145 lbs.,"69.0""",Switch,6,2,0,,2.60,48%,3.27,50%,N/A,1.00,8%,0%,1.0
Mara,Romero Borella,,"5' 6""",125 lbs.,"69.0""",Orthodox,12,9,0,,2.54,37%,2.48,71%,N/A,1.83,44%,66%,0.2
Thiago,Santos,Marreta,"6' 2""",205 lbs.,"76.0""",Orthodox,22,11,0,,3.72,48%,2.57,53%,N/A,0.88,33%,65%,0.1
Ricardo,Romero,,"6' 0""",205 lbs.,"76.0""",Orthodox,11,3,0,,2.17,55%,4.77,46%,N/A,1.63,10%,100%,3.3
Alexandr,Romanov,King Kong,"6' 2""",262 lbs.,"75.0""",Southpaw,17,3,0,,3.94,52%,2.14,50%,N/A,4.17,54%,28%,0.8
Anthony,Romero,The Genius,"5' 11""",155 lbs.,"70.0""",Orthodox,8,0,0,,5.87,52%,4.00,65%,N/A,2.00,22%,100%,0.0
