Event,Date,Location,W/L 1,W/L 2,Fighter 1,Fighter 2,Kd 1,Kd 2,Str 1,Str 2,Td 1,Td 2,Sub 1,Sub 2,Weight class,Method,Round,Time
UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",nc,nc,Trey Ogden,Nikolas Motta,0,0,58,14,3 of 16,0 of 0,1,0,Lightweight,Overturned,3,3:11
UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",win,,Jose Johnson,Chad Anheliger,0,0,63,26,4 of 8,1 of 2,1,0,Bantamweight,SUB,3,4:49
UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",win,,Chase Hooper,Jordan Leavitt,0,0,1,3,0 of 0,0 of 2,1,0,Lightweight,SUB,1,2:58
UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",win,,Christian Leroy Duncan,Denis Tiuliulin,1,0,65,30,0 of 2,0 of 0,0,0,Middleweight,KO/TKO,2,4:24
UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",win,,Myktybek Orolbai,Uros Medic,0,0,8,14,0 of 0,7 of 10,1,0,Welterweight,SUB,2,4:12
UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",win,,Joanderson Brito,Jonathan Pearce,0,0,8,14,1 of 4,1 of 1,1,0,Featherweight,SUB,2,3:54
UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",win,,Amanda Ribas,Luana Pinheiro,1,0,87,55,1 of 6,0 of 1,0,0,Women's Strawweight,KO/TKO,3,3:53
UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",win,,Payton Talbott,Nick Aguirre,0,0,28,5,0 of 0,2 of 10,1,0,Bantamweight,SUB,3,0:58
UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",win,,Michael Morales,Jake Matthews,0,0,84,57,0 of 1,0 of 1,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",win,,Brendan Allen,Paul Craig,0,0,32,6,2 of 2,0 of 2,2,1,Middleweight,SUB,3,0:38
UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",win,,John Castaneda,Kyung Ho Kang,0,0,111,88,3 of 8,0 of 0,0,0,Catch Weight,U-DEC,3,5:00
UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",win,,Joshua Van,Kevin Borjas,0,0,156,75,2 of 4,0 of 3,0,0,Flyweight,U-DEC,3,5:00
UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",win,,Jared Gordon,Mark Madsen,1,0,36,35,0 of 0,0 of 0,0,0,Lightweight,KO/TKO,1,4:42
UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",draw,draw,Nazim Sadykhov,Viacheslav Borshchev,1,0,91,143,4 of 7,0 of 0,0,0,Lightweight,M-DEC,3,5:00
UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",win,,Loopy Godinez,Tabatha Ricci,0,0,98,84,0 of 6,0 of 1,0,0,Women's Strawweight,S-DEC,3,5:00
UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",win,,Steve Erceg,Alessandro Costa,0,0,74,54,1 of 8,1 of 6,1,0,Flyweight,U-DEC,3,5:00
UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",win,,Mateusz Rebecki,Roosevelt Roberts,0,0,10,2,2 of 2,0 of 0,1,0,Lightweight,SUB,1,3:08
UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",win,,Benoit Saint Denis,Matt Frevola,1,0,6,5,2 of 2,0 of 0,0,0,Lightweight,KO/TKO,1,1:31
UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",win,,Alex Pereira,Jiri Prochazka,1,0,38,30,1 of 3,0 of 0,1,0,Light Heavyweight,KO/TKO,2,4:08
UFC 294: Makhachev vs. Volkanovski 2,"October 21, 2023","Abu Dhabi, Abu Dhabi, United Arab Emirates",win,,Shara Magomedov,Bruno Silva,0,0,113,65,0 of 0,3 of 7,0,0,Middleweight,U-DEC,3,5:00
UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",win,,Tom Aspinall,Sergei Pavlovich,1,0,10,1,0 of 0,0 of 0,0,0,Heavyweight,KO/TKO,1,1:09
UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",win,,Diego Lopes,Pat Sabatini,1,0,13,7,0 of 1,0 of 2,0,0,Featherweight,KO/TKO,1,1:30
UFC 294: Makhachev vs. Volkanovski 2,"October 21, 2023","Abu Dhabi, Abu Dhabi, United Arab Emirates",win,,Viktoriia Dudakova,Jinh Yu Frey,1,0,74,47,0 of 3,1 of 3,0,0,Women's Strawweight,U-DEC,3,5:00
UFC 294: Makhachev vs. Volkanovski 2,"October 21, 2023","Abu Dhabi, Abu Dhabi, United Arab Emirates",win,,Sedriques Dumas,Abu Azaitar,0,0,34,41,2 of 4,1 of 2,0,0,Middleweight,U-DEC,3,5:00
UFC 294: Makhachev vs. Volkanovski 2,"October 21, 2023","Abu Dhabi, Abu Dhabi, United Arab Emirates",win,,Mike Breeden,Anshul Jubli,1,0,92,103,0 of 1,0 of 5,0,0,Lightweight,KO/TKO,3,3:00
UFC 294: Makhachev vs. Volkanovski 2,"October 21, 2023","Abu Dhabi, Abu Dhabi, United Arab Emirates",win,,Muhammad Naimov,Nathaniel Wood,0,0,48,50,2 of 7,4 of 9,0,0,Featherweight,U-DEC,3,5:00
UFC 294: Makhachev vs. Volkanovski 2,"October 21, 2023","Abu Dhabi, Abu Dhabi, United Arab Emirates",win,,Said Nurmagomedov,Muin Gafurov,0,0,5,1,0 of 0,0 of 1,1,0,Bantamweight,SUB,1,1:13
UFC 294: Makhachev vs. Volkanovski 2,"October 21, 2023","Abu Dhabi, Abu Dhabi, United Arab Emirates",win,,Trevor Peek,Mohammad Yahya,0,0,61,43,1 of 1,4 of 7,0,1,Lightweight,U-DEC,3,5:00
UFC 294: Makhachev vs. Volkanovski 2,"October 21, 2023","Abu Dhabi, Abu Dhabi, United Arab Emirates",nc,nc,Javid Basharat,Victor Henry,0,0,30,25,1 of 4,0 of 1,0,0,Bantamweight,CNC,2,0:15
UFC 294: Makhachev vs. Volkanovski 2,"October 21, 2023","Abu Dhabi, Abu Dhabi, United Arab Emirates",win,,Ikram Aliskerov,Warlley Alves,1,0,26,12,0 of 0,0 of 0,0,0,Middleweight,KO/TKO,1,2:07
UFC 294: Makhachev vs. Volkanovski 2,"October 21, 2023","Abu Dhabi, Abu Dhabi, United Arab Emirates",win,,Islam Makhachev,Alexander Volkanovski,1,0,24,4,0 of 1,0 of 0,0,0,Lightweight,KO/TKO,1,3:06
UFC 294: Makhachev vs. Volkanovski 2,"October 21, 2023","Abu Dhabi, Abu Dhabi, United Arab Emirates",nc,nc,Magomed Ankalaev,Johnny Walker,0,0,13,14,1 of 1,0 of 0,0,0,Light Heavyweight,CNC,1,3:13
UFC 294: Makhachev vs. Volkanovski 2,"October 21, 2023","Abu Dhabi, Abu Dhabi, United Arab Emirates",win,,Muhammad Mokaev,Tim Elliott,0,0,14,30,1 of 1,3 of 6,1,2,Flyweight,SUB,3,3:03
UFC Fight Night: Almeida vs. Lewis,"November 04, 2023","Sao Paulo, Sao Paulo, Brazil",win,,Angela Hill,Denise Gomes,0,0,76,62,5 of 9,1 of 3,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Almeida vs. Lewis,"November 04, 2023","Sao Paulo, Sao Paulo, Brazil",draw,draw,Rinat Fakhretdinov,Elizeu Zaleski dos Santos,1,0,87,75,1 of 9,0 of 1,0,1,Welterweight,M-DEC,3,5:00
UFC Fight Night: Almeida vs. Lewis,"November 04, 2023","Sao Paulo, Sao Paulo, Brazil",win,,Vitor Petrino,Modestas Bukauskas,1,0,8,9,1 of 2,0 of 0,0,0,Light Heavyweight,KO/TKO,2,1:03
UFC Fight Night: Almeida vs. Lewis,"November 04, 2023","Sao Paulo, Sao Paulo, Brazil",win,,Elves Brener,Kaynan Kruschewsky,1,0,16,8,0 of 0,0 of 0,0,0,Catch Weight,KO/TKO,1,4:01
UFC Fight Night: Almeida vs. Lewis,"November 04, 2023","Sao Paulo, Sao Paulo, Brazil",win,,Nicolas Dalby,Gabriel Bonfim,1,0,53,39,3 of 5,0 of 1,0,1,Welterweight,KO/TKO,2,4:33
UFC Fight Night: Almeida vs. Lewis,"November 04, 2023","Sao Paulo, Sao Paulo, Brazil",win,,Caio Borralho,Abus Magomedov,1,0,51,38,0 of 1,0 of 0,0,0,Middleweight,U-DEC,3,5:00
UFC 294: Makhachev vs. Volkanovski 2,"October 21, 2023","Abu Dhabi, Abu Dhabi, United Arab Emirates",win,,Khamzat Chimaev,Kamaru Usman,0,0,38,36,0 of 1,4 of 12,1,0,Middleweight,M-DEC,3,5:00
UFC Fight Night: Almeida vs. Lewis,"November 04, 2023","Sao Paulo, Sao Paulo, Brazil",win,,Rodrigo Nascimento,Don'Tale Mayes,0,0,70,79,0 of 3,0 of 1,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Yusuff vs. Barboza,"October 14, 2023","Las Vegas, Nevada, USA",win,,Chris Gutierrez,Alatengheili,0,0,110,38,0 of 0,2 of 4,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Almeida vs. Lewis,"November 04, 2023","Sao Paulo, Sao Paulo, Brazil",win,,Jailton Almeida,Derrick Lewis,0,0,38,20,6 of 15,0 of 2,4,0,Heavyweight,U-DEC,5,5:00
UFC Fight Night: Yusuff vs. Barboza,"October 14, 2023","Las Vegas, Nevada, USA",win,,Emily Ducote,Ashley Yoder,0,0,117,102,0 of 3,1 of 1,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Yusuff vs. Barboza,"October 14, 2023","Las Vegas, Nevada, USA",win,,Melissa Mullins,Irina Alekseeva,0,1,52,48,1 of 4,0 of 1,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Yusuff vs. Barboza,"October 14, 2023","Las Vegas, Nevada, USA",win,,Terrance McKinney,Brendon Marotte,1,0,14,1,0 of 0,0 of 0,0,0,Lightweight,KO/TKO,1,0:20
UFC Fight Night: Yusuff vs. Barboza,"October 14, 2023","Las Vegas, Nevada, USA",win,,Christian Rodriguez,Cameron Saaiman,0,0,83,73,3 of 6,0 of 5,2,1,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Yusuff vs. Barboza,"October 14, 2023","Las Vegas, Nevada, USA",win,,Darren Elkins,TJ Brown,0,0,11,15,5 of 8,2 of 2,2,0,Featherweight,SUB,3,2:23
UFC Fight Night: Yusuff vs. Barboza,"October 14, 2023","Las Vegas, Nevada, USA",win,,Viviane Araujo,Jennifer Maia,0,0,24,41,2 of 4,2 of 6,1,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Yusuff vs. Barboza,"October 14, 2023","Las Vegas, Nevada, USA",win,,Tainara Lisboa,Ravena Oliveira,0,0,18,15,3 of 8,2 of 3,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Yusuff vs. Barboza,"October 14, 2023","Las Vegas, Nevada, USA",win,,Jonathan Martinez,Adrian Yanez,2,0,36,20,0 of 0,0 of 0,0,0,Bantamweight,KO/TKO,2,2:26
UFC Fight Night: Dawson vs. Green,"October 07, 2023","Las Vegas, Nevada, USA",win,,JJ Aldrich,Montana De La Rosa,0,0,65,67,0 of 1,0 of 0,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Dawson vs. Green,"October 07, 2023","Las Vegas, Nevada, USA",win,,Aoriqileng,Johnny Munoz,1,0,44,7,2 of 4,4 of 11,0,3,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Yusuff vs. Barboza,"October 14, 2023","Las Vegas, Nevada, USA",win,,Edson Barboza,Sodiq Yusuff,1,1,164,178,1 of 2,3 of 4,0,0,Featherweight,U-DEC,5,5:00
UFC Fight Night: Yusuff vs. Barboza,"October 14, 2023","Las Vegas, Nevada, USA",win,,Michel Pereira,Andre Petroski,1,0,6,0,0 of 0,0 of 0,0,0,Middleweight,KO/TKO,1,1:06
UFC Fight Night: Dawson vs. Green,"October 07, 2023","Las Vegas, Nevada, USA",win,,Bill Algeo,Alexander Hernandez,1,0,110,75,0 of 1,1 of 1,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Dawson vs. Green,"October 07, 2023","Las Vegas, Nevada, USA",win,,Vanessa Demopoulos,Kanako Murata,0,0,31,34,0 of 1,5 of 6,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Dawson vs. Green,"October 07, 2023","Las Vegas, Nevada, USA",win,,Nate Maness,Mateus Mendonca,0,0,29,3,0 of 0,0 of 3,0,0,Flyweight,KO/TKO,1,4:40
UFC Fight Night: Dawson vs. Green,"October 07, 2023","Las Vegas, Nevada, USA",win,,Karolina Kowalkiewicz,Diana Belbita,0,0,141,99,1 of 6,2 of 2,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Dawson vs. Green,"October 07, 2023","Las Vegas, Nevada, USA",win,,Joe Pyfer,Abdul Razak Alhassan,0,0,26,11,3 of 4,0 of 0,2,1,Middleweight,SUB,2,2:05
UFC Fight Night: Dawson vs. Green,"October 07, 2023","Las Vegas, Nevada, USA",win,,King Green,Grant Dawson,1,0,7,0,0 of 0,0 of 0,0,0,Lightweight,KO/TKO,1,0:33
UFC 293: Adesanya vs. Strickland,"September 09, 2023","Sydney, New South Wales, Australia",win,,Kevin Jousset,Kiefer Crosbie,0,0,29,39,1 of 1,0 of 0,1,0,Welterweight,SUB,1,4:49
UFC 293: Adesanya vs. Strickland,"September 09, 2023","Sydney, New South Wales, Australia",win,,Gabriel Miranda,Shane Young,0,0,2,1,0 of 0,1 of 2,1,0,Featherweight,SUB,1,0:59
UFC Fight Night: Dawson vs. Green,"October 07, 2023","Las Vegas, Nevada, USA",win,,Joaquin Buckley,Alex Morono,0,0,68,40,1 of 2,2 of 4,0,0,Welterweight,U-DEC,3,5:00
UFC 293: Adesanya vs. Strickland,"September 09, 2023","Sydney, New South Wales, Australia",win,,Chepe Mariscal,Jack Jenkins,0,0,38,41,0 of 1,1 of 1,0,0,Featherweight,KO/TKO,2,3:19
UFC 293: Adesanya vs. Strickland,"September 09, 2023","Sydney, New South Wales, Australia",win,,Nasrat Haqparast,Landon Quinones,0,0,171,148,0 of 5,0 of 0,0,0,Lightweight,U-DEC,3,5:00
UFC 293: Adesanya vs. Strickland,"September 09, 2023","Sydney, New South Wales, Australia",win,,Tyson Pedro,Anton Turkalj,1,0,16,8,0 of 0,0 of 0,0,0,Light Heavyweight,KO/TKO,1,2:12
UFC 293: Adesanya vs. Strickland,"September 09, 2023","Sydney, New South Wales, Australia",win,,Jamie Mullarkey,John Makdessi,0,0,88,83,0 of 2,0 of 1,0,0,Lightweight,U-DEC,3,5:00
UFC 293: Adesanya vs. Strickland,"September 09, 2023","Sydney, New South Wales, Australia",win,,Carlos Ulberg,Da Woon Jung,1,0,81,58,1 of 2,1 of 2,1,0,Light Heavyweight,SUB,3,4:49
UFC 293: Adesanya vs. Strickland,"September 09, 2023","Sydney, New South Wales, Australia",win,,Charles Radtke,Blood Diamond,0,0,35,44,0 of 3,1 of 6,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Fiziev vs. Gamrot,"September 23, 2023","Las Vegas, Nevada, USA",win,,Cody Brundage,Jacob Malkoun,0,0,2,28,1 of 3,1 of 1,0,0,Middleweight,DQ,1,4:15
UFC Fight Night: Fiziev vs. Gamrot,"September 23, 2023","Las Vegas, Nevada, USA",win,,Mohammed Usman,Jake Collier,0,0,85,87,1 of 3,0 of 0,0,2,Heavyweight,U-DEC,3,5:00
UFC 293: Adesanya vs. Strickland,"September 09, 2023","Sydney, New South Wales, Australia",win,,Manel Kape,Felipe dos Santos,1,0,112,99,1 of 1,0 of 5,0,0,Flyweight,U-DEC,3,5:00
UFC 293: Adesanya vs. Strickland,"September 09, 2023","Sydney, New South Wales, Australia",win,,Alexander Volkov,Tai Tuivasa,1,0,93,28,0 of 0,0 of 1,1,0,Heavyweight,SUB,2,4:37
UFC 293: Adesanya vs. Strickland,"September 09, 2023","Sydney, New South Wales, Australia",win,,Sean Strickland,Israel Adesanya,1,0,137,94,0 of 0,0 of 0,0,0,Middleweight,U-DEC,5,5:00
UFC Fight Night: Fiziev vs. Gamrot,"September 23, 2023","Las Vegas, Nevada, USA",win,,Charles Jourdain,Ricardo Ramos,0,0,8,0,2 of 3,0 of 0,1,1,Featherweight,SUB,1,3:12
UFC Fight Night: Fiziev vs. Gamrot,"September 23, 2023","Las Vegas, Nevada, USA",win,,Tim Means,Andre Fialho,2,0,104,51,0 of 2,1 of 1,0,0,Welterweight,KO/TKO,3,1:15
UFC Fight Night: Fiziev vs. Gamrot,"September 23, 2023","Las Vegas, Nevada, USA",win,,Marina Rodriguez,Michelle Waterson-Gomez,0,0,70,13,1 of 1,1 of 6,0,0,Women's Strawweight,KO/TKO,2,2:42
UFC Fight Night: Fiziev vs. Gamrot,"September 23, 2023","Las Vegas, Nevada, USA",win,,Mateusz Gamrot,Rafael Fiziev,0,0,16,18,0 of 0,1 of 6,0,0,Lightweight,KO/TKO,2,2:03
UFC Fight Night: Fiziev vs. Gamrot,"September 23, 2023","Las Vegas, Nevada, USA",win,,Bryan Battle,AJ Fletcher,0,0,45,25,1 of 2,0 of 2,1,0,Welterweight,SUB,2,4:32
UFC Fight Night: Holloway vs. The Korean Zombie,"August 26, 2023","Kallang, Singapore",win,,SeungWoo Choi,Jarno Errens,1,1,56,30,1 of 1,0 of 4,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Fiziev vs. Gamrot,"September 23, 2023","Las Vegas, Nevada, USA",nc,nc,Dan Argueta,Miles Johns,0,0,33,43,2 of 6,2 of 6,2,0,Bantamweight,Overturned,3,5:00
UFC Fight Night: Fiziev vs. Gamrot,"September 23, 2023","Las Vegas, Nevada, USA",win,,Bryce Mitchell,Dan Ige,0,0,23,18,5 of 15,0 of 0,1,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Holloway vs. The Korean Zombie,"August 26, 2023","Kallang, Singapore",win,,JJ Aldrich,Liang Na,0,0,47,11,3 of 4,0 of 0,0,0,Women's Flyweight,KO/TKO,2,4:49
UFC Fight Night: Holloway vs. The Korean Zombie,"August 26, 2023","Kallang, Singapore",win,,Song Kenan,Rolando Bedoya,1,0,75,112,0 of 0,0 of 4,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Holloway vs. The Korean Zombie,"August 26, 2023","Kallang, Singapore",win,,Billy Ray Goff,Yusaku Kinoshita,1,0,40,17,0 of 1,0 of 0,0,0,Welterweight,KO/TKO,1,3:49
UFC Fight Night: Holloway vs. The Korean Zombie,"August 26, 2023","Kallang, Singapore",win,,Michal Oleksiejczuk,Chidi Njokuani,0,0,44,29,0 of 2,1 of 1,0,0,Middleweight,KO/TKO,1,4:16
UFC Fight Night: Holloway vs. The Korean Zombie,"August 26, 2023","Kallang, Singapore",win,,Waldo Cortes-Acosta,Lukasz Brzeski,1,0,15,14,0 of 0,0 of 0,0,0,Heavyweight,KO/TKO,1,3:01
UFC Fight Night: Holloway vs. The Korean Zombie,"August 26, 2023","Kallang, Singapore",win,,Junior Tafa,Parker Porter,1,0,8,2,0 of 0,0 of 1,0,0,Heavyweight,KO/TKO,1,1:24
UFC Fight Night: Holloway vs. The Korean Zombie,"August 26, 2023","Kallang, Singapore",win,,Garrett Armfield,Toshiomi Kazama,1,0,45,15,0 of 2,0 of 0,0,0,Bantamweight,KO/TKO,1,4:16
UFC Fight Night: Holloway vs. The Korean Zombie,"August 26, 2023","Kallang, Singapore",win,,Anthony Smith,Ryan Spann,0,0,91,59,1 of 3,0 of 1,0,0,Light Heavyweight,S-DEC,3,5:00
UFC Fight Night: Holloway vs. The Korean Zombie,"August 26, 2023","Kallang, Singapore",win,,Giga Chikadze,Alex Caceres,0,0,65,62,0 of 0,0 of 0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Holloway vs. The Korean Zombie,"August 26, 2023","Kallang, Singapore",win,,Erin Blanchfield,Taila Santos,0,0,61,55,0 of 14,0 of 3,0,0,Women's Flyweight,U-DEC,3,5:00
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023","Salt Lake City, Utah, USA",win,,Miranda Maverick,Priscila Cachoeira,0,0,36,11,3 of 9,0 of 0,1,0,Women's Flyweight,SUB,3,2:11
UFC Fight Night: Holloway vs. The Korean Zombie,"August 26, 2023","Kallang, Singapore",win,,Max Holloway,Chan Sung Jung,2,0,75,34,0 of 0,0 of 1,1,0,Featherweight,KO/TKO,3,0:23
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023","Salt Lake City, Utah, USA",win,,Uros Medic,Matthew Semelsberger,1,1,69,52,0 of 2,1 of 1,0,0,Welterweight,KO/TKO,3,2:36
UFC Fight Night: Holloway vs. The Korean Zombie,"August 26, 2023","Kallang, Singapore",win,,Rinya Nakamura,Fernie Garcia,0,0,36,15,4 of 4,0 of 0,3,1,Bantamweight,U-DEC,3,5:00
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023","Salt Lake City, Utah, USA",win,,CJ Vergara,Vinicius Salvador,0,0,109,88,0 of 0,0 of 2,0,0,Flyweight,U-DEC,3,5:00
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023","Salt Lake City, Utah, USA",win,,King Green,Tony Ferguson,0,0,137,54,0 of 3,0 of 0,1,0,Lightweight,SUB,3,4:54
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023","Salt Lake City, Utah, USA",win,,Jake Matthews,Darrius Flowers,0,0,60,36,0 of 1,1 of 3,1,0,Welterweight,SUB,2,2:37
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023","Salt Lake City, Utah, USA",win,,Roman Kopylov,Claudio Ribeiro,1,0,32,32,0 of 0,0 of 1,0,0,Middleweight,KO/TKO,2,0:33
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023","Salt Lake City, Utah, USA",win,,Gabriel Bonfim,Trevin Giles,0,0,3,1,1 of 1,0 of 0,1,0,Welterweight,SUB,1,1:13
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023","Salt Lake City, Utah, USA",win,,Derrick Lewis,Marcos Rogerio de Lima,1,0,17,1,0 of 0,0 of 0,0,0,Heavyweight,KO/TKO,1,0:33
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023","Salt Lake City, Utah, USA",win,,Justin Gaethje,Dustin Poirier,1,0,41,27,0 of 0,0 of 0,0,0,Lightweight,KO/TKO,2,1:00
UFC Fight Night: Grasso vs. Shevchenko 2,"September 16, 2023","Las Vegas, Nevada, USA",win,,Tracy Cortez,Jasmine Jasudavicius,0,0,103,77,0 of 1,2 of 10,0,0,Women's Flyweight,U-DEC,3,5:00
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023","Salt Lake City, Utah, USA",win,,Kevin Holland,Michael Chiesa,0,0,9,4,0 of 5,0 of 0,1,0,Welterweight,SUB,1,2:39
UFC Fight Night: Grasso vs. Shevchenko 2,"September 16, 2023","Las Vegas, Nevada, USA",win,,Roman Kopylov,Josh Fremd,1,0,49,38,0 of 0,0 of 5,0,0,Middleweight,KO/TKO,2,4:44
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023","Salt Lake City, Utah, USA",win,,Alex Pereira,Jan Blachowicz,0,0,70,52,3 of 8,0 of 0,1,2,Light Heavyweight,S-DEC,3,5:00
UFC Fight Night: Grasso vs. Shevchenko 2,"September 16, 2023","Las Vegas, Nevada, USA",win,,Daniel Zellhuber,Christos Giagos,0,0,36,38,0 of 0,0 of 6,1,0,Lightweight,SUB,2,3:26
UFC Fight Night: Grasso vs. Shevchenko 2,"September 16, 2023","Las Vegas, Nevada, USA",win,,Loopy Godinez,Elise Reed,1,0,21,3,5 of 5,0 of 1,6,0,Women's Strawweight,SUB,2,3:38
UFC Fight Night: Grasso vs. Shevchenko 2,"September 16, 2023","Las Vegas, Nevada, USA",win,,Josefine Knutsson,Marnic Mann,0,0,81,8,3 of 4,0 of 2,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Grasso vs. Shevchenko 2,"September 16, 2023","Las Vegas, Nevada, USA",win,,Raul Rosas Jr.,Terrence Mitchell,1,0,18,6,0 of 0,0 of 0,0,0,Bantamweight,KO/TKO,1,0:54
UFC Fight Night: Grasso vs. Shevchenko 2,"September 16, 2023","Las Vegas, Nevada, USA",nc,nc,Edgar Chairez,Daniel Lacerda,0,0,12,4,0 of 0,1 of 2,1,0,Flyweight,Overturned,1,3:47
UFC Fight Night: Grasso vs. Shevchenko 2,"September 16, 2023","Las Vegas, Nevada, USA",win,,Jack Della Maddalena,Kevin Holland,0,0,105,127,0 of 2,0 of 0,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Grasso vs. Shevchenko 2,"September 16, 2023","Las Vegas, Nevada, USA",win,,Kyle Nelson,Fernando Padilla,0,0,82,72,0 of 1,0 of 3,0,0,Featherweight,U-DEC,3,5:00
