Event,W/L,Fighter 1,Fighter 2,Kd,Str,Td,Sub,Weight class,Method,Round,Time
UFC 73: Stacked,,,,,,,,,,,
UFC 73: Stacked,,Kenny Florian,Alvin Robinson,0,20,3,0,Lightweight,KO/TKO,1,4:30
UFC 73: Stacked,,Anderson Silva,Nate Marquardt,1,10,1,0,Middleweight,KO/TKO,1,4:50
UFC 73: Stacked,,Rashad Evans,Tito Ortiz,0,19,2,0,Light Heavyweight,U-DEC,3,5:00
UFC 73: Stacked,,Sean Sherk,Hermes Franca,0,35,16,2,Lightweight,U-DEC,5,5:00
UFC 73: Stacked,,Antonio Rodrigo Nogueira,Heath Herring,0,55,4,2,Heavyweight,U-DEC,3,5:00
UFC 73: Stacked,,Stephan Bonnar,Mike Nickels,0,2,0,2,Light Heavyweight,SUB,1,2:14
UFC 73: Stacked,,Jorge Gurgel,Diego Saraiva,0,67,0,0,Lightweight,U-DEC,3,5:00
UFC 73: Stacked,,Chris Lytle,Jason Gilliam,0,5,1,5,Welterweight,SUB,1,2:15
UFC 73: Stacked,,Frankie Edgar,Mark Bocek,0,31,0,0,Lightweight,KO/TKO,1,4:55
UFC 74: Respect,,,,,,,,,,,
UFC 74: Respect,,Randy Couture,Gabriel Gonzaga,0,63,3,0,Heavyweight,KO/TKO,3,1:37
UFC 74: Respect,,Georges St-Pierre,Josh Koscheck,0,38,2,5,Welterweight,U-DEC,3,5:00
UFC 74: Respect,,Roger Huerta,Alberto Crane,0,26,0,0,Lightweight,KO/TKO,3,1:50
UFC 74: Respect,,Joe Stevenson,Kurt Pellegrino,0,42,3,3,Lightweight,U-DEC,3,5:00
UFC 74: Respect,,Patrick Cote,Kendall Grove,1,20,0,1,Middleweight,KO/TKO,1,4:45
UFC 74: Respect,,Renato Sobral,David Heath,0,60,1,3,Light Heavyweight,SUB,2,3:30
UFC 74: Respect,,Frank Mir,Antoni Hardonk,0,4,1,1,Heavyweight,SUB,1,1:17
UFC 74: Respect,,Thales Leites,Ryan Jensen,0,10,3,2,Middleweight,SUB,1,3:47
UFC 74: Respect,,Clay Guida,Marcus Aurelio,2,44,0,0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Thomas vs Florian,,,,,,,,,,,
UFC Fight Night: Thomas vs Florian,,Kenny Florian,Din Thomas,0,27,2,1,Lightweight,SUB,1,4:31
UFC Fight Night: Thomas vs Florian,,Chris Leben,Terry Martin,1,53,0,1,Middleweight,KO/TKO,3,3:56
UFC Fight Night: Thomas vs Florian,,Nate Diaz,Junior Assuncao,1,10,1,3,Lightweight,SUB,1,4:10
UFC Fight Night: Thomas vs Florian,,Nate Quarry,Pete Sell,1,64,0,0,Middleweight,KO/TKO,3,0:44
UFC Fight Night: Thomas vs Florian,,Luke Cummo,Edilberto de Oliveira,1,6,0,0,Welterweight,KO/TKO,1,1:45
UFC Fight Night: Thomas vs Florian,,Cole Miller,Leonard Garcia,0,21,1,10,Lightweight,U-DEC,3,5:00
UFC Fight Night: Thomas vs Florian,,Gray Maynard,Joe Veres,1,3,0,0,Lightweight,KO/TKO,1,0:09
UFC Fight Night: Thomas vs Florian,,Thiago Alves,Kuniyoshi Hironaka,0,48,0,0,Welterweight,KO/TKO,2,4:04
UFC Fight Night: Thomas vs Florian,,Dustin Hazelett,Jonathan Goulet,0,3,0,2,Welterweight,SUB,1,1:14
UFC 75: Champion vs Champion,,,,,,,,,,,
UFC 75: Champion vs Champion,,Quinton Jackson,Dan Henderson,1,74,2,0,Light Heavyweight,U-DEC,5,5:00
UFC 75: Champion vs Champion,,Michael Bisping,Matt Hamill,0,47,0,0,Light Heavyweight,S-DEC,3,5:00
UFC 75: Champion vs Champion,,Cheick Kongo,Mirko Filipovic,0,63,1,0,Heavyweight,U-DEC,3,5:00
UFC 75: Champion vs Champion,,Marcus Davis,Paul Taylor,0,24,1,1,Welterweight,SUB,1,4:14
UFC 75: Champion vs Champion,,Houston Alexander,Alessio Sakara,1,18,0,0,Light Heavyweight,KO/TKO,1,1:01
UFC 75: Champion vs Champion,,Gleison Tibau,Terry Etim,0,14,7,0,Lightweight,U-DEC,3,5:00
UFC 75: Champion vs Champion,,Thiago Silva,Tomasz Drwal,1,48,0,1,Light Heavyweight,KO/TKO,2,4:23
UFC 75: Champion vs Champion,,Dennis Siver,Naoyuki Kotani,1,28,0,0,Lightweight,KO/TKO,2,2:04
UFC 75: Champion vs Champion,,Jess Liaudin,Anthony Torres,2,38,0,0,Welterweight,KO/TKO,1,4:10
UFC 76: Knockout,,,,,,,,,,,
UFC 76: Knockout,,Keith Jardine,Chuck Liddell,1,83,0,0,Light Heavyweight,S-DEC,3,5:00
UFC 76: Knockout,,Forrest Griffin,Mauricio Rua,0,66,2,3,Light Heavyweight,SUB,3,4:45
UFC 76: Knockout,,Jon Fitch,Diego Sanchez,0,25,3,0,Welterweight,S-DEC,3,5:00
UFC 76: Knockout,,Lyoto Machida,Kazuhiro Nakamura,0,70,2,1,Light Heavyweight,U-DEC,3,5:00
UFC 76: Knockout,,Tyson Griffin,Thiago Tavares,0,29,2,1,Lightweight,U-DEC,3,5:00
UFC 76: Knockout,,Rich Clementi,Anthony Johnson,0,12,1,2,Welterweight,SUB,2,3:05
UFC 76: Knockout,,Jeremy Stephens,Diego Saraiva,0,50,2,0,Lightweight,U-DEC,3,5:00
UFC 76: Knockout,,Christian Wellisch,Scott Junk,0,6,1,2,Heavyweight,SUB,1,3:19
UFC 76: Knockout,,Matt Wiman,Michihiro Omigawa,0,59,4,0,Lightweight,U-DEC,3,5:00
UFC 77: Hostile Territory,,,,,,,,,,,
UFC 77: Hostile Territory,,Anderson Silva,Rich Franklin,3,39,0,0,Middleweight,KO/TKO,2,1:07
UFC 77: Hostile Territory,,Tim Sylvia,Brandon Vera,0,68,0,0,Heavyweight,U-DEC,3,5:00
UFC 77: Hostile Territory,,Alvin Robinson,Jorge Gurgel,0,44,2,1,Lightweight,U-DEC,3,5:00
UFC 77: Hostile Territory,,Stephan Bonnar,Eric Schafer,0,30,0,0,Light Heavyweight,KO/TKO,2,2:47
UFC 77: Hostile Territory,,Alan Belcher,Kalib Starnes,0,57,0,0,Middleweight,KO/TKO,2,1:39
UFC 77: Hostile Territory,,Yushin Okami,Jason MacDonald,0,41,1,1,Middleweight,U-DEC,3,5:00
UFC 77: Hostile Territory,,Demian Maia,Ryan Jensen,0,3,2,1,Middleweight,SUB,1,2:40
UFC 77: Hostile Territory,,Joshua Burkman,Forrest Petz,1,44,3,2,Welterweight,S-DEC,3,5:00
UFC 77: Hostile Territory,,Matt Grice,Jason Black,1,44,3,0,Lightweight,S-DEC,3,5:00
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,,,,,,,,,,,
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,,Roger Huerta,Clay Guida,0,31,0,3,Lightweight,SUB,3,0:51
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,,Mac Danzig,Tommy Speer,0,10,1,1,Welterweight,SUB,1,2:01
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,,War Machine,Jared Rollins,0,29,1,0,Welterweight,KO/TKO,3,2:01
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,,George Sotiropoulos,Billy Miles,0,2,0,1,Welterweight,SUB,1,1:36
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,,Ben Saunders,Dan Barrera,0,18,0,4,Welterweight,U-DEC,3,5:00
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,,Troy Mandaloniz,Richie Hightower,1,30,0,0,Welterweight,KO/TKO,1,4:20
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,,Matt Arroyo,John Kolosci,0,4,0,5,Welterweight,SUB,1,4:42
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,,Roman Mitichyan,Dorian Price,0,0,1,1,Welterweight,SUB,1,0:23
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,,Jonathan Goulet,Paul Georgieff,0,11,3,1,Welterweight,SUB,1,4:42
UFC 80: Rapid Fire,,,,,,,,,,,
UFC 80: Rapid Fire,,BJ Penn,Joe Stevenson,2,41,0,1,Lightweight,SUB,2,4:02
UFC 80: Rapid Fire,,Fabricio Werdum,Gabriel Gonzaga,0,46,0,0,Heavyweight,KO/TKO,2,4:34
UFC 80: Rapid Fire,,Marcus Davis,Jess Liaudin,1,5,0,0,Welterweight,KO/TKO,1,1:04
UFC 80: Rapid Fire,,Wilson Gouveia,Jason Lambert,1,5,0,4,Light Heavyweight,KO/TKO,2,0:37
UFC 80: Rapid Fire,,Jorge Rivera,Kendall Grove,1,28,1,0,Middleweight,KO/TKO,1,1:20
UFC 80: Rapid Fire,,Antoni Hardonk,Colin Robinson,1,5,0,0,Heavyweight,KO/TKO,1,0:17
UFC 80: Rapid Fire,,Paul Kelly,Paul Taylor,0,70,3,0,Welterweight,U-DEC,3,5:00
UFC 80: Rapid Fire,,Alessio Sakara,James Lee,0,8,0,0,Light Heavyweight,KO/TKO,1,1:30
UFC 80: Rapid Fire,,Sam Stout,Per Eklund,0,33,0,0,Lightweight,U-DEC,3,5:00
UFC 78: Validation,,,,,,,,,,,
UFC 78: Validation,,Rashad Evans,Michael Bisping,0,23,6,0,Light Heavyweight,S-DEC,3,5:00
UFC 78: Validation,,Thiago Silva,Houston Alexander,0,22,1,0,Light Heavyweight,KO/TKO,1,3:25
UFC 78: Validation,,Karo Parisyan,Ryo Chonan,0,49,7,0,Welterweight,U-DEC,3,5:00
UFC 78: Validation,,Ed Herman,Joe Doerksen,1,43,2,0,Middleweight,KO/TKO,3,0:39
UFC 78: Validation,,Frankie Edgar,Spencer Fisher,0,42,8,0,Lightweight,U-DEC,3,5:00
UFC 78: Validation,,Thiago Alves,Chris Lytle,1,39,0,0,Welterweight,KO/TKO,2,5:00
UFC 78: Validation,,Joe Lauzon,Jason Reinhardt,0,5,1,1,Lightweight,SUB,1,1:14
UFC 78: Validation,,Marcus Aurelio,Luke Caudillo,0,20,1,0,Lightweight,KO/TKO,1,4:29
UFC 78: Validation,,Akihiro Gono,Tamdan McCrory,1,27,1,1,Welterweight,SUB,2,3:19
UFC 79: Nemesis,,,,,,,,,,,
UFC 79: Nemesis,,Georges St-Pierre,Matt Hughes,0,28,3,3,Welterweight,SUB,2,4:54
UFC 79: Nemesis,,Chuck Liddell,Wanderlei Silva,0,58,2,0,Light Heavyweight,U-DEC,3,5:00
UFC 79: Nemesis,,Eddie Sanchez,Soa Palelei,0,52,1,0,Heavyweight,KO/TKO,3,3:24
UFC 79: Nemesis,,Lyoto Machida,Rameau Thierry Sokoudjou,1,21,0,5,Light Heavyweight,SUB,2,4:20
UFC 79: Nemesis,,Rich Clementi,Melvin Guillard,0,6,2,2,Lightweight,SUB,1,4:40
UFC 79: Nemesis,,James Irvin,Luiz Cane,0,5,0,0,Light Heavyweight,DQ,1,1:51
UFC 79: Nemesis,,Manvel Gamburyan,Nate Mohr,0,3,1,1,Lightweight,SUB,1,1:31
UFC 79: Nemesis,,Dean Lister,Jordan Radev,0,31,2,0,Middleweight,U-DEC,3,5:00
UFC 79: Nemesis,,Roan Carneiro,Tony DeSouza,0,24,3,2,Welterweight,KO/TKO,2,3:33
UFC 79: Nemesis,,Mark Bocek,Doug Evans,0,26,7,0,Lightweight,U-DEC,3,5:00
UFC 81: Breaking Point,,,,,,,,,,,
UFC 81: Breaking Point,,Antonio Rodrigo Nogueira,Tim Sylvia,0,28,2,1,Heavyweight,SUB,3,1:28
UFC 81: Breaking Point,,Frank Mir,Brock Lesnar,0,2,0,3,Heavyweight,SUB,1,1:30
UFC 81: Breaking Point,,Nate Marquardt,Jeremy Horn,1,22,2,1,Middleweight,SUB,2,1:37
UFC 81: Breaking Point,,Ricardo Almeida,Rob Yundt,0,4,1,1,Middleweight,SUB,1,1:08
UFC 81: Breaking Point,,Tyson Griffin,Gleison Tibau,0,60,0,0,Lightweight,U-DEC,3,5:00
UFC 81: Breaking Point,,Chris Lytle,Kyle Bradley,1,12,0,0,Welterweight,KO/TKO,1,0:33
UFC 81: Breaking Point,,Tim Boetsch,David Heath,0,42,1,0,Light Heavyweight,KO/TKO,1,4:52
UFC 81: Breaking Point,,Marvin Eastman,Terry Martin,0,40,1,0,Middleweight,U-DEC,3,5:00
UFC 81: Breaking Point,,Rob Emerson,Keita Nakamura,0,81,0,0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Swick vs Burkman,,,,,,,,,,,
UFC Fight Night: Swick vs Burkman,,Mike Swick,Joshua Burkman,0,54,0,0,Welterweight,M-DEC,3,5:00
UFC Fight Night: Swick vs Burkman,,Patrick Cote,Drew McFedries,1,14,0,0,Middleweight,KO/TKO,1,1:44
UFC Fight Night: Swick vs Burkman,,Thiago Tavares,Michihiro Omigawa,0,19,7,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Swick vs Burkman,,Nate Diaz,Alvin Robinson,0,3,2,2,Lightweight,SUB,1,3:39
UFC Fight Night: Swick vs Burkman,,Kurt Pellegrino,Alberto Crane,0,23,1,0,Lightweight,KO/TKO,2,1:55
UFC Fight Night: Swick vs Burkman,,Gray Maynard,Dennis Siver,1,26,2,3,Lightweight,U-DEC,3,5:00
UFC Fight Night: Swick vs Burkman,,Jeremy Stephens,Cole Miller,1,30,1,0,Lightweight,KO/TKO,2,4:44
UFC Fight Night: Swick vs Burkman,,Corey Hill,Joe Veres,0,29,0,0,Lightweight,KO/TKO,2,0:37
UFC Fight Night: Swick vs Burkman,,Matt Wiman,Justin Buchholz,0,6,1,3,Lightweight,SUB,1,2:56
UFC 82: Pride of a Champion,,,,,,,,,,,
UFC 82: Pride of a Champion,,Anderson Silva,Dan Henderson,0,47,0,1,Middleweight,SUB,2,4:52
UFC 82: Pride of a Champion,,Heath Herring,Cheick Kongo,1,57,3,0,Heavyweight,S-DEC,3,5:00
UFC 82: Pride of a Champion,,Chris Leben,Alessio Sakara,1,24,0,0,Middleweight,KO/TKO,1,3:16
UFC 82: Pride of a Champion,,Yushin Okami,Evan Tanner,2,26,0,0,Middleweight,KO/TKO,2,3:00
UFC 82: Pride of a Champion,,Jon Fitch,Chris Wilson,0,40,4,0,Welterweight,U-DEC,3,5:00
UFC 82: Pride of a Champion,,Andrei Arlovski,Jake O'Brien,0,14,1,0,Heavyweight,KO/TKO,2,4:17
UFC 82: Pride of a Champion,,Luigi Fioravanti,Luke Cummo,0,32,13,0,Welterweight,U-DEC,3,5:00
UFC 82: Pride of a Champion,,Josh Koscheck,Dustin Hazelett,1,24,1,0,Welterweight,KO/TKO,2,1:24
UFC 82: Pride of a Champion,,Diego Sanchez,David Bielkheden,0,24,1,0,Welterweight,KO/TKO,1,4:43
UFC 82: Pride of a Champion,,Jorge Gurgel,John Halverson,0,68,1,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Florian vs Lauzon,,,,,,,,,,,
UFC Fight Night: Florian vs Lauzon,,Kenny Florian,Joe Lauzon,0,35,2,0,Lightweight,KO/TKO,2,3:28
UFC Fight Night: Florian vs Lauzon,,Gray Maynard,Frankie Edgar,0,19,9,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Florian vs Lauzon,,Thiago Alves,Karo Parisyan,1,17,0,0,Welterweight,KO/TKO,2,0:24
UFC Fight Night: Florian vs Lauzon,,Matt Hamill,Tim Boetsch,0,31,1,0,Light Heavyweight,KO/TKO,2,1:25
UFC Fight Night: Florian vs Lauzon,,Nate Diaz,Kurt Pellegrino,0,6,1,1,Lightweight,SUB,2,3:06
UFC Fight Night: Florian vs Lauzon,,James Irvin,Houston Alexander,1,3,0,0,Light Heavyweight,KO/TKO,1,0:08
UFC Fight Night: Florian vs Lauzon,,Josh Neer,Din Thomas,0,80,3,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Florian vs Lauzon,,Marcus Aurelio,Ryan Roberts,1,6,0,1,Lightweight,SUB,1,0:16
UFC Fight Night: Florian vs Lauzon,,Manvel Gamburyan,Jeff Cox,0,3,1,1,Lightweight,SUB,1,1:41
UFC Fight Night: Florian vs Lauzon,,Clay Guida,Samy Schiavo,0,11,1,0,Lightweight,KO/TKO,1,4:15
UFC Fight Night: Florian vs Lauzon,,George Sotiropoulos,Roman Mitichyan,0,21,3,3,Welterweight,KO/TKO,2,2:24
UFC Fight Night: Florian vs Lauzon,,Anthony Johnson,Tommy Speer,1,15,0,0,Welterweight,KO/TKO,1,0:51
UFC 84: Ill Will,,,,,,,,,,,
UFC 84: Ill Will,,BJ Penn,Sean Sherk,1,122,0,0,Lightweight,KO/TKO,3,5:00
UFC 84: Ill Will,,Wanderlei Silva,Keith Jardine,2,11,0,0,Light Heavyweight,KO/TKO,1,0:36
UFC 84: Ill Will,,Goran Reljic,Wilson Gouveia,1,33,0,0,Light Heavyweight,KO/TKO,2,3:15
UFC 84: Ill Will,,Lyoto Machida,Tito Ortiz,1,41,1,0,Light Heavyweight,U-DEC,3,5:00
UFC 84: Ill Will,,Thiago Silva,Antonio Mendes,0,19,0,1,Light Heavyweight,KO/TKO,1,2:24
UFC 84: Ill Will,,Rousimar Palhares,Ivan Salaverry,0,0,1,3,Middleweight,SUB,1,2:36
UFC 84: Ill Will,,Rameau Thierry Sokoudjou,Kazuhiro Nakamura,1,26,0,0,Light Heavyweight,KO/TKO,1,5:00
UFC 84: Ill Will,,Rich Clementi,Terry Etim,0,20,4,0,Lightweight,U-DEC,3,5:00
UFC 84: Ill Will,,Yoshiyuki Yoshida,War Machine,0,1,1,1,Welterweight,SUB,1,0:56
UFC 84: Ill Will,,Dong Hyun Kim,Jason Tan,0,77,3,0,Welterweight,KO/TKO,3,0:25
UFC 84: Ill Will,,Shane Carwin,Christian Wellisch,1,5,0,0,Heavyweight,KO/TKO,1,0:44
UFC 83: Serra vs St-Pierre 2,,,,,,,,,,,
UFC 83: Serra vs St-Pierre 2,,Georges St-Pierre,Matt Serra,0,42,4,0,Welterweight,KO/TKO,2,4:45
UFC 83: Serra vs St-Pierre 2,,Rich Franklin,Travis Lutter,1,28,0,0,Middleweight,KO/TKO,2,3:01
UFC 83: Serra vs St-Pierre 2,,Nate Quarry,Kalib Starnes,0,84,0,0,Middleweight,U-DEC,3,5:00
UFC 83: Serra vs St-Pierre 2,,Michael Bisping,Charles McCarthy,1,39,0,0,Middleweight,KO/TKO,1,5:00
UFC 83: Serra vs St-Pierre 2,,Mac Danzig,Mark Bocek,1,46,1,2,Lightweight,SUB,3,3:48
UFC 83: Serra vs St-Pierre 2,,Jason MacDonald,Joe Doerksen,0,13,1,2,Middleweight,KO/TKO,2,0:54
UFC 83: Serra vs St-Pierre 2,,Jason Day,Alan Belcher,0,29,0,0,Middleweight,KO/TKO,1,3:58
UFC 83: Serra vs St-Pierre 2,,Demian Maia,Ed Herman,0,15,1,3,Middleweight,SUB,2,2:27
UFC 83: Serra vs St-Pierre 2,,Rich Clementi,Sam Stout,0,40,3,3,Lightweight,S-DEC,3,5:00
UFC 83: Serra vs St-Pierre 2,,Cain Velasquez,Brad Morris,3,36,0,0,Heavyweight,KO/TKO,1,2:10
UFC 83: Serra vs St-Pierre 2,,Jonathan Goulet,Kuniyoshi Hironaka,2,31,0,0,Welterweight,KO/TKO,2,2:07
UFC 85: Bedlam,,,,,,,,,,,
UFC 85: Bedlam,,Thiago Alves,Matt Hughes,1,10,1,0,Welterweight,KO/TKO,2,1:02
UFC 85: Bedlam,,Michael Bisping,Jason Day,0,25,2,0,Middleweight,KO/TKO,1,3:42
UFC 85: Bedlam,,Mike Swick,Marcus Davis,0,32,2,1,Welterweight,U-DEC,3,5:00
UFC 85: Bedlam,,Thales Leites,Nate Marquardt,1,13,0,2,Middleweight,S-DEC,3,5:00
UFC 85: Bedlam,,Fabricio Werdum,Brandon Vera,0,15,2,0,Heavyweight,KO/TKO,1,4:40
UFC 85: Bedlam,,Martin Kampmann,Jorge Rivera,0,4,1,2,Middleweight,SUB,1,2:44
UFC 85: Bedlam,,Matt Wiman,Thiago Tavares,1,18,2,1,Lightweight,KO/TKO,2,1:57
UFC 85: Bedlam,,Kevin Burns,Roan Carneiro,0,8,0,1,Welterweight,SUB,2,3:50
UFC 85: Bedlam,,Luiz Cane,Jason Lambert,3,15,0,0,Light Heavyweight,KO/TKO,1,2:07
UFC 85: Bedlam,,Paul Taylor,Jess Liaudin,1,45,1,0,Welterweight,S-DEC,3,5:00
UFC 85: Bedlam,,Antoni Hardonk,Eddie Sanchez,1,48,0,0,Heavyweight,KO/TKO,2,4:15
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,,,,,,,,,,,
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,,Kendall Grove,Evan Tanner,0,59,0,1,Middleweight,S-DEC,3,5:00
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,,Amir Sadollah,CB Dollaway,0,2,0,2,Middleweight,SUB,1,3:02
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,,Diego Sanchez,Luigi Fioravanti,2,51,0,1,Welterweight,KO/TKO,3,4:07
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,,Spencer Fisher,Jeremy Stephens,0,56,1,0,Lightweight,U-DEC,3,5:00
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,,Matthew Riddle,Dante Rivera,0,60,5,2,Middleweight,U-DEC,3,5:00
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,,Dustin Hazelett,Joshua Burkman,0,13,1,3,Welterweight,SUB,2,4:46
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,,Drew McFedries,Marvin Eastman,1,19,1,0,Middleweight,KO/TKO,1,1:08
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,,Matt Brown,Matt Arroyo,0,32,0,1,Welterweight,KO/TKO,2,3:40
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,,Dean Lister,Jeremy Horn,0,6,1,1,Middleweight,SUB,1,3:52
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,,Rob Kimmons,Rob Yundt,0,9,1,4,Middleweight,SUB,1,3:58
UFC 88: Breakthrough,,,,,,,,,,,
UFC 88: Breakthrough,,Rashad Evans,Chuck Liddell,1,13,0,0,Light Heavyweight,KO/TKO,2,1:51
UFC 88: Breakthrough,,Rich Franklin,Matt Hamill,1,71,0,0,Light Heavyweight,KO/TKO,3,0:39
UFC 88: Breakthrough,,Dan Henderson,Rousimar Palhares,1,42,0,0,Middleweight,U-DEC,3,5:00
UFC 88: Breakthrough,,Nate Marquardt,Martin Kampmann,1,22,0,0,Middleweight,KO/TKO,1,1:22
UFC 88: Breakthrough,,Dong Hyun Kim,Matt Brown,0,12,3,1,Welterweight,S-DEC,3,5:00
UFC 88: Breakthrough,,Kurt Pellegrino,Thiago Tavares,2,61,1,1,Lightweight,U-DEC,3,5:00
UFC 88: Breakthrough,,Tim Boetsch,Michael Patt,1,15,0,0,Light Heavyweight,KO/TKO,1,2:03
UFC 88: Breakthrough,,Jason MacDonald,Jason Lambert,0,10,2,1,Middleweight,SUB,2,1:20
UFC 88: Breakthrough,,Ryo Chonan,Roan Carneiro,0,23,0,0,Welterweight,S-DEC,3,5:00
UFC 87: Seek And Destroy,,,,,,,,,,,
UFC 87: Seek And Destroy,,Georges St-Pierre,Jon Fitch,3,131,7,1,Welterweight,U-DEC,5,5:00
UFC 87: Seek And Destroy,,Brock Lesnar,Heath Herring,1,45,5,1,Heavyweight,U-DEC,3,5:00
UFC 87: Seek And Destroy,,Rob Emerson,Manvel Gamburyan,1,3,0,0,Lightweight,KO/TKO,1,0:12
UFC 87: Seek And Destroy,,Kenny Florian,Roger Huerta,0,51,5,0,Lightweight,U-DEC,3,5:00
UFC 87: Seek And Destroy,,Demian Maia,Jason MacDonald,0,30,2,3,Middleweight,SUB,3,2:44
UFC 87: Seek And Destroy,,Tamdan McCrory,Luke Cummo,0,26,4,7,Welterweight,U-DEC,3,5:00
UFC 87: Seek And Destroy,,Cheick Kongo,Dan Evensen,1,23,2,0,Heavyweight,KO/TKO,1,4:55
UFC 86: Jackson vs Griffin,,,,,,,,,,,
UFC 86: Jackson vs Griffin,,Forrest Griffin,Quinton Jackson,0,77,0,3,Light Heavyweight,U-DEC,5,5:00
UFC 86: Jackson vs Griffin,,Patrick Cote,Ricardo Almeida,0,24,0,0,Middleweight,S-DEC,3,5:00
UFC 86: Jackson vs Griffin,,Joe Stevenson,Gleison Tibau,1,12,1,2,Lightweight,SUB,2,2:57
UFC 86: Jackson vs Griffin,,Josh Koscheck,Chris Lytle,0,38,2,0,Welterweight,U-DEC,3,5:00
UFC 86: Jackson vs Griffin,,Tyson Griffin,Marcus Aurelio,0,92,3,0,Lightweight,U-DEC,3,5:00
UFC 86: Jackson vs Griffin,,Gabriel Gonzaga,Justin McCully,0,6,1,1,Heavyweight,SUB,1,1:57
UFC 86: Jackson vs Griffin,,Cole Miller,Jorge Gurgel,0,41,1,2,Lightweight,SUB,3,4:48
UFC 86: Jackson vs Griffin,,Melvin Guillard,Dennis Siver,2,10,0,0,Lightweight,KO/TKO,1,0:36
UFC 87: Seek And Destroy,,Jon Jones,Andre Gusmao,0,42,2,0,Light Heavyweight,U-DEC,3,5:00
UFC 87: Seek And Destroy,,Chris Wilson,Steve Bruno,3,47,2,2,Welterweight,U-DEC,3,5:00
UFC 87: Seek And Destroy,,Ben Saunders,Ryan Thomas,1,41,1,2,Welterweight,SUB,2,2:28
UFC 86: Jackson vs Griffin,,Justin Buchholz,Corey Hill,0,24,0,1,Lightweight,SUB,2,3:57
UFC: Silva vs Irvin,,,,,,,,,,,
UFC: Silva vs Irvin,,Anderson Silva,James Irvin,1,13,0,0,Light Heavyweight,KO/TKO,1,1:01
UFC: Silva vs Irvin,,Brandon Vera,Reese Andy,0,38,2,0,Light Heavyweight,U-DEC,3,5:00
UFC: Silva vs Irvin,,Frankie Edgar,Hermes Franca,0,69,10,0,Lightweight,U-DEC,3,5:00
UFC: Silva vs Irvin,,Cain Velasquez,Jake O'Brien,0,24,1,0,Heavyweight,KO/TKO,1,2:02
UFC: Silva vs Irvin,,Kevin Burns,Anthony Johnson,0,37,0,0,Welterweight,KO/TKO,3,3:35
UFC: Silva vs Irvin,,CB Dollaway,Jesse Taylor,0,4,0,2,Middleweight,SUB,1,3:58
UFC: Silva vs Irvin,,Tim Credeur,Cale Yarbrough,1,19,0,0,Middleweight,KO/TKO,1,1:54
UFC: Silva vs Irvin,,Rory Markham,Brodie Farber,1,6,0,0,Welterweight,KO/TKO,1,1:37
UFC: Silva vs Irvin,,Nate Loughran,Johnny Rees,0,1,0,2,Middleweight,SUB,1,4:21
UFC: Silva vs Irvin,,Brad Blackburn,James Giboo,4,53,0,0,Welterweight,KO/TKO,2,2:29
UFC: Silva vs Irvin,,Shannon Gugerty,Dale Hartt,0,3,1,2,Lightweight,SUB,1,3:33
UFC Fight Night: Diaz vs Neer,,,,,,,,,,,
UFC Fight Night: Diaz vs Neer,,Nate Diaz,Josh Neer,0,40,5,0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Diaz vs Neer,,Clay Guida,Mac Danzig,0,43,10,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Diaz vs Neer,,Alan Belcher,Ed Herman,0,54,0,0,Middleweight,S-DEC,3,5:00
UFC Fight Night: Diaz vs Neer,,Eric Schafer,Houston Alexander,0,24,1,2,Light Heavyweight,SUB,1,4:53
UFC Fight Night: Diaz vs Neer,,Alessio Sakara,Joe Vedepo,1,7,0,0,Middleweight,KO/TKO,1,1:27
UFC Fight Night: Diaz vs Neer,,Wilson Gouveia,Ryan Jensen,0,8,1,2,Middleweight,SUB,2,2:04
UFC Fight Night: Diaz vs Neer,,Joe Lauzon,Kyle Bradley,0,23,1,2,Lightweight,KO/TKO,2,1:34
