,Event,Date,Fighter 1,Fighter 2,Fighter 1 Odds,Fighter 2 Odds
9919,UFC on ESPN+ 37: Moraes vs. Sandhagen,Oct 2020,Cory Sandhagen,Marlon Moraes,115.0,-135.0
9920,UFC on ESPN+ 37: Moraes vs. Sandhagen,Oct 2020,Dricus Du Plessis,Markus Perez,-195.0,155.0
9921,UFC on ESPN+ 37: Moraes vs. Sandhagen,Oct 2020,Edson Barboza,Makwan Amirkhani,-180.0,155.0
9922,UFC on ESPN+ 37: Moraes vs. Sandhagen,Oct 2020,Giga Chikadze,Omar Morales,115.0,-135.0
9923,UFC on ESPN+ 37: Moraes vs. Sandhagen,Oct 2020,Ilia Topuria,Youssef Zalal,190.0,-270.0
9924,UFC on ESPN+ 37: Moraes vs. Sandhagen,Oct 2020,Impa Kasanganay,Joaquin Buckley,-245.0,185.0
9931,UFC on ESPN+ 37: Moraes vs. Sandhagen,Oct 2020,Stephanie Egger,Tracy Cortez,225.0,-305.0
9932,UFC on ESPN+ 37: Moraes vs. Sandhagen,Oct 2020,Tagir Ulanbekov,Bruno Silva,-455.0,355.0
9934,UFC on ESPN+ 37: Moraes vs. Sandhagen,Oct 2020,Tom Breese,Kb Bhullar,-215.0,165.0
9935,UFC on ESPN+ 37: Moraes vs. Sandhagen,Oct 2020,Tony Kelley,Ali Alqaisi,110.0,-130.0
9938,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 2019,Alex Morono,Max Griffin,-130.0,-110.0
9939,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 2019,Amanda Ribas,Mackenzie Dern,175.0,-245.0
9940,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 2019,Andre Ewell,Marlon Vera,155.0,-195.0
9941,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 2019,Andrew Sanchez,Marvin Vettori,190.0,-270.0
9942,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 2019,Cub Swanson,Kron Gracie,185.0,-265.0
9943,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 2019,Devin Clark,Ryan Spann,165.0,-215.0
9944,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 2019,Eryk Anders,Gerald Meerschaert,-150.0,110.0
9945,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 2019,Hector Aldana,Miguel Baeza,170.0,-230.0
9946,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 2019,James Vick,Niko Price,135.0,-175.0
9947,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 2019,Joanna Jedrzejczyk,Michelle Waterson,-350.0,275.0
9949,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 2019,Lauren Mueller,J.J. Aldrich,170.0,-230.0
9950,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 2019,Luis Pena,Matt Frevola,-165.0,125.0
9957,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 2019,Mike Davis,Thomas Gifford,-190.0,150.0
9961,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 2019,Tim Elliott,Deiveson Figueiredo,160.0,-210.0
9962,UFC 153: Silva vs. Bonnar,Oct 2012,Anderson Silva,Stephan Bonnar,-1300.0,700.0
9963,UFC 153: Silva vs. Bonnar,Oct 2012,Antonio Rodrigo Nogueira,Dave Herman,-290.0,210.0
9964,UFC 153: Silva vs. Bonnar,Oct 2012,Chris Camozzi,Luis Cane,115.0,-155.0
9965,UFC 153: Silva vs. Bonnar,Oct 2012,Demian Maia,Rick Story,-120.0,-120.0
9966,UFC 153: Silva vs. Bonnar,Oct 2012,Diego Brandao,Joey Gambino,-175.0,135.0
9967,UFC 153: Silva vs. Bonnar,Oct 2012,Erick Silva,Jon Fitch,-130.0,-110.0
9968,UFC 153: Silva vs. Bonnar,Oct 2012,Fabio Maldonado,Glover Teixeira,370.0,-560.0
9969,UFC 153: Silva vs. Bonnar,Oct 2012,Gleison Tibau,Francisco Trinaldo,-160.0,120.0
9972,UFC 153: Silva vs. Bonnar,Oct 2012,Phil Davis,Wagner Prado,-350.0,250.0
9973,UFC 153: Silva vs. Bonnar,Oct 2012,Renee Forte,Sergio Moraes,185.0,-265.0
9974,UFC 153: Silva vs. Bonnar,Oct 2012,Reza Madadi,Cristiano Marcello,-230.0,170.0
9976,UFC 153: Silva vs. Bonnar,Oct 2012,Sam Sicilia,Rony Mariano Bezerra,200.0,-280.0
9980,UFC Fight Night,Oct 2023,Andre Petroski,Michel Pereira,110.0,-150.0
9981,UFC Fight Night,Oct 2023,Ashley Yoder,Emily Ducote,275.0,-400.0
9982,UFC Fight Night,Oct 2023,Cameron Saaiman,Christian Rodriguez,120.0,-163.0
9983,UFC Fight Night,Oct 2023,Chris Gutierrez,Heili Alateng,-175.0,145.0
9985,UFC Fight Night,Oct 2023,Daniel Lacerda,Edgar Chairez,163.0,-225.0
9986,UFC Fight Night,Oct 2023,Darren Elkins,Tj Brown,150.0,-200.0
9989,UFC Fight Night,Oct 2023,Irina Alekseeva,Melissa Dixon,-122.0,102.0
9991,UFC Fight Night,Oct 2023,Michel Pereira,Marc Andre Barriault,-115.0,-105.0
9992,UFC Fight Night,Oct 2023,Tainara Lisboa,Ravena Oliveira,-400.0,300.0
9993,UFC Fight Night,Oct 2023,Terrance McKinney,Brendan Marotte,-450.0,300.0
9994,UFC Fight Night 212,Oct 2022,Alexa Grasso,Viviane Araujo,-170.0,145.0
9995,UFC Fight Night 212,Oct 2022,Alonzo Menifield,Misha Cirkunov,-160.0,140.0
9996,UFC Fight Night 212,Oct 2022,Brandon Davis,Mana Martinez,-110.0,-110.0
9997,UFC Fight Night 212,Oct 2022,Cub Swanson,Jonathan Martinez,175.0,-205.0
9998,UFC Fight Night 212,Oct 2022,Jacob Malkoun,Nick Maximov,120.0,-140.0
9999,UFC Fight Night 212,Oct 2022,Joanderson Brito,Lucas Alexander.,-270.0,230.0
10001,UFC Fight Night 212,Oct 2022,Jordan Wright,Durko Todorovir,135.0,-155.0
10003,UFC Fight Night 212,Oct 2022,Mike Jackson,Pete Rodriguez,300.0,-400.0
10006,UFC Fight Night 212,Oct 2022,Piera Rodriguez,Sam Hughes,-230.0,190.0
10007,UFC Fight Night 212,Oct 2022,Raphael Assuncao,Victor Henry,195.0,-230.0
10009,UFC Fight Night 212,Oct 2022,Tatsuro Taira,C.J. Vergara,-270.0,230.0
10012,UFC Fight Night,Oct 2023,Adrian Yanez,Jonathan Martinez,-125.0,-105.0
10013,UFC Fight Night,Oct 2023,Edson Barboza,Sodiq Yusuff,130.0,-175.0
10014,UFC Fight Night,Oct 2023,Jennifer Maia,Viviane Araujo,-150.0,110.0
10018,UFC 120: Bisping vs. Akiyama,Oct 2010,Alexander Gustafsson,Cyrille Diabate,-125.0,-105.0
10019,UFC 120: Bisping vs. Akiyama,Oct 2010,Carlos Condit,Dan Hardy,170.0,-230.0
10020,UFC 120: Bisping vs. Akiyama,Oct 2010,Cheick Kongo,Travis Browne,-180.0,140.0
10021,UFC 120: Bisping vs. Akiyama,Oct 2010,Claude Patrick,James Wilks,-185.0,155.0
10024,UFC 120: Bisping vs. Akiyama,Oct 2010,Fabio Maldonado,James McSweeney,-240.0,200.0
10026,UFC 120: Bisping vs. Akiyama,Oct 2010,John Hathaway,Mike Pyle,-450.0,330.0
10027,UFC 120: Bisping vs. Akiyama,Oct 2010,Mark Holst,Paul Sass,165.0,-190.0
10028,UFC 120: Bisping vs. Akiyama,Oct 2010,Michael Bisping,Yoshihiro Akiyama,-280.0,200.0
10030,UFC 120: Bisping vs. Akiyama,Oct 2010,Rob Broughton,Vinicius Kappke de Quieroz,135.0,-165.0
10031,UFC 120: Bisping vs. Akiyama,Oct 2010,Spencer Fisher,Kurt Warburton,-210.0,175.0
10034,UFC Fight Night: Ladd vs. Dumont,Oct 2021,Andrei Arlovski,Carlos Felipe,-160.0,140.0
10035,UFC Fight Night: Ladd vs. Dumont,Oct 2021,Andrew Sanchez,Bruno Silva,-120.0,100.0
10036,UFC Fight Night: Ladd vs. Dumont,Oct 2021,Ariane Carnelossi,Istela Nunes,-175.0,150.0
10037,UFC Fight Night: Ladd vs. Dumont,Oct 2021,Aspen Ladd,Norma Dumont,-160.0,140.0
10038,UFC Fight Night: Ladd vs. Dumont,Oct 2021,Brandon Davis,Danaa Batgerel,250.0,-300.0
10041,UFC Fight Night: Ladd vs. Dumont,Oct 2021,Daniel Santos,Marcelo Rojo,-155.0,130.0
10042,UFC Fight Night: Ladd vs. Dumont,Oct 2021,Danny Roberts,Ramazan Emeev,250.0,-300.0
10043,UFC Fight Night: Ladd vs. Dumont,Oct 2021,Erick Gonzalez,Jim Miller,160.0,-185.0
10044,UFC Fight Night: Ladd vs. Dumont,Oct 2021,Holly Holm,Norma Dumont,-225.0,185.0
10047,UFC Fight Night: Ladd vs. Dumont,Oct 2021,Luana Carolina,Lupita Godinez,225.0,-285.0
10048,UFC Fight Night: Ladd vs. Dumont,Oct 2021,Ludovit Klein,Nate Landwehr,-220.0,185.0
10051,UFC Fight Night: Ladd vs. Dumont,Oct 2021,Nate Landwehr,Rudovit Klein,,
10055,UFC on ESPN+ 38: Ortega vs. The Korean Zombie,Oct 2020,Brian Ortega,Chan Sung Jung,180.0,-210.0
10056,UFC on ESPN+ 38: Ortega vs. The Korean Zombie,Oct 2020,Claudio Silva,James Krause,-105.0,-115.0
10057,UFC on ESPN+ 38: Ortega vs. The Korean Zombie,Oct 2020,Fares Ziam,Jamie Mullarkey,-235.0,200.0
10058,UFC on ESPN+ 38: Ortega vs. The Korean Zombie,Oct 2020,Gadzhimurad Antigulov,Maxim Grishin,170.0,-200.0
10059,UFC on ESPN+ 38: Ortega vs. The Korean Zombie,Oct 2020,Gillian Robertson,Poliana Botelho,-235.0,200.0
10062,UFC on ESPN+ 38: Ortega vs. The Korean Zombie,Oct 2020,Jessica Andrade,Katlyn Chookagian,-190.0,165.0
10063,UFC on ESPN+ 38: Ortega vs. The Korean Zombie,Oct 2020,Jimmy Crute,Modestas Bukauskas,-180.0,155.0
10064,UFC on ESPN+ 38: Ortega vs. The Korean Zombie,Oct 2020,John Phillips,Jun Yong Park,185.0,-220.0
10065,UFC on ESPN+ 38: Ortega vs. The Korean Zombie,Oct 2020,Jonathan Martinez,Thomas Almeida,165.0,-190.0
10066,UFC on ESPN+ 38: Ortega vs. The Korean Zombie,Oct 2020,Mark Striegl,Said Nurmagomedov,300.0,-365.0
10072,UFC 89: Bisping vs Leben,Oct 2008,Akihiro Gono,Dan Hardy,-340.0,280.0
10073,UFC 89: Bisping vs Leben,Oct 2008,Brandon Vera,Keith Jardine,-170.0,140.0
10074,UFC 89: Bisping vs Leben,Oct 2008,Chris Leben,Michael Bisping,140.0,-170.0
10075,UFC 89: Bisping vs Leben,Oct 2008,Chris Lytle,Paul Taylor,-350.0,290.0
10077,UFC 89: Bisping vs Leben,Oct 2008,David Bielkheden,Jess Liaudin,-145.0,125.0
10078,UFC 89: Bisping vs Leben,Oct 2008,Jim Miller,David Baron,-170.0,150.0
10080,UFC 89: Bisping vs Leben,Oct 2008,Marcus Davis,Paul Kelly,-300.0,250.0
10082,UFC 89: Bisping vs Leben,Oct 2008,Neil Wain,Shane Carwin,500.0,-700.0
10085,UFC 89: Bisping vs Leben,Oct 2008,Per Eklund,Samy Schiavo,-190.0,165.0
10086,UFC 89: Bisping vs Leben,Oct 2008,Sam Stout,Terry Etim,-320.0,260.0
10090,UFC on ESPN 6: Reyes vs. Weidman,Oct 2019,Ben Sosoli,Greg Hardy,350.0,-450.0
10091,UFC on ESPN 6: Reyes vs. Weidman,Oct 2019,Boston Salmon,Randy Costa,-165.0,125.0
10092,UFC on ESPN 6: Reyes vs. Weidman,Oct 2019,Brendan Allen,Kevin Holland,170.0,-230.0
10093,UFC on ESPN 6: Reyes vs. Weidman,Oct 2019,Charles Rosa,Manny Bermudez,-125.0,105.0
10094,UFC on ESPN 6: Reyes vs. Weidman,Oct 2019,Chris Weidman,Dominick Reyes,145.0,-185.0
10095,UFC on ESPN 6: Reyes vs. Weidman,Oct 2019,Court McGee,Sean Brady,185.0,-215.0
10096,UFC on ESPN 6: Reyes vs. Weidman,Oct 2019,Daniel Spitz,Tanner Boser,-225.0,190.0
10097,UFC on ESPN 6: Reyes vs. Weidman,Oct 2019,Darren Stewart,Deron Winn,-135.0,115.0
10099,UFC on ESPN 6: Reyes vs. Weidman,Oct 2019,Gillian Robertson,Maycee Barber,170.0,-210.0
10101,UFC on ESPN 6: Reyes vs. Weidman,Oct 2019,Jeremy Stephens,Yair Rodriguez,-110.0,-110.0
10102,UFC on ESPN 6: Reyes vs. Weidman,Oct 2019,Joe Lauzon,Jonathan Pearce,135.0,-155.0
10104,UFC on ESPN 6: Reyes vs. Weidman,Oct 2019,Kyle Bochniak,Sean Woodson,-170.0,130.0
10107,UFC on ESPN 6: Reyes vs. Weidman,Oct 2019,Molly McCann,Diana Belbita,-195.0,170.0
10113,UFC 166: Velasquez vs. Dos Santos III,Oct 2013,Adlan Amagov,T.J. Waldburger,-140.0,100.0
10114,UFC 166: Velasquez vs. Dos Santos III,Oct 2013,Cain Velasquez,Junior Dos Santos,-180.0,150.0
10115,UFC 166: Velasquez vs. Dos Santos III,Oct 2013,Daniel Cormier,Roy Nelson,-380.0,260.0
10116,UFC 166: Velasquez vs. Dos Santos III,Oct 2013,Darrell Montague,John Dodson,200.0,-280.0
10117,UFC 166: Velasquez vs. Dos Santos III,Oct 2013,Diego Sanchez,Gilbert Melendez,260.0,-380.0
10118,UFC 166: Velasquez vs. Dos Santos III,Oct 2013,Dustin Pague,Kyogi Horiguchi,100.0,-140.0
10119,UFC 166: Velasquez vs. Dos Santos III,Oct 2013,Gabriel Gonzaga,Shawn Jordan,-105.0,-135.0
10120,UFC 166: Velasquez vs. Dos Santos III,Oct 2013,George Sotiropoulos,K.J. Noons,175.0,-245.0
10122,UFC 166: Velasquez vs. Dos Santos III,Oct 2013,Hector Lombard,Nate Marquardt,-190.0,150.0
10123,UFC 166: Velasquez vs. Dos Santos III,Oct 2013,Jeremy Larsen,Andre Fili,145.0,-185.0
10124,UFC 166: Velasquez vs. Dos Santos III,Oct 2013,Jessica Eye,Sarah Kaufman,165.0,-215.0
10127,UFC 166: Velasquez vs. Dos Santos III,Oct 2013,Mike Rio,Tony Ferguson,225.0,-305.0
10132,UFC 166: Velasquez vs. Dos Santos III,Oct 2013,Tim Boetsch,C.B. Dollaway,-170.0,130.0
10134,UFC On Versus 6: Cruz vs. Johnson,Oct 2011,Anthony Johnson,Charlie Brenneman,-185.0,155.0
10135,UFC On Versus 6: Cruz vs. Johnson,Oct 2011,Demetrious Johnson,Dominick Cruz,320.0,-425.0
10136,UFC On Versus 6: Cruz vs. Johnson,Oct 2011,Joseph Sandoval,Walel Watson,-120.0,-110.0
10137,UFC On Versus 6: Cruz vs. Johnson,Oct 2011,Josh Neer,Keith Wisniewski,-260.0,200.0
10138,UFC On Versus 6: Cruz vs. Johnson,Oct 2011,Matt Wiman,Mac Danzig,-215.0,170.0
10139,UFC On Versus 6: Cruz vs. Johnson,Oct 2011,Michael Johnson,Paul Sass,-185.0,155.0
10140,UFC On Versus 6: Cruz vs. Johnson,Oct 2011,Pat Barry,Stefan Struve,-195.0,160.0
10142,UFC On Versus 6: Cruz vs. Johnson,Oct 2011,Rafaello Oliveira,Yves Edwards,145.0,-175.0
10143,UFC On Versus 6: Cruz vs. Johnson,Oct 2011,Shane Roller,T.J. Grant,-205.0,165.0
10147,UFC Fight Night 96: Lineker vs. Dodson,Oct 2016,Alex Oliveira,Will Brooks,200.0,-280.0
10148,UFC Fight Night 96: Lineker vs. Dodson,Oct 2016,Brandon Moreno,Louis Smolka,250.0,-350.0
10149,UFC Fight Night 96: Lineker vs. Dodson,Oct 2016,Curtis Blaydes,Cody East,-190.0,150.0
10150,UFC Fight Night 96: Lineker vs. Dodson,Oct 2016,Hacran Dias,Andre Fili,-185.0,145.0
10151,UFC Fight Night 96: Lineker vs. Dodson,Oct 2016,Ion Cutelaba,Jonathan Wilson,-130.0,-110.0
10152,UFC Fight Night 96: Lineker vs. Dodson,Oct 2016,Joachim Christensen,Luis Henrique da Silva,-115.0,-125.0
10153,UFC Fight Night 96: Lineker vs. Dodson,Oct 2016,John Dodson,John Lineker,-125.0,-105.0
10155,UFC Fight Night 96: Lineker vs. Dodson,Oct 2016,Keita Nakamura,Elizeu Zaleski Dos Santos,-190.0,150.0
10156,UFC Fight Night 96: Lineker vs. Dodson,Oct 2016,Kelly Faszholz,Ketlen Vieira,-130.0,-110.0
10158,UFC Fight Night 96: Lineker vs. Dodson,Oct 2016,Nate Marquardt,Tamdan McCrory,175.0,-245.0
10159,UFC Fight Night 96: Lineker vs. Dodson,Oct 2016,Shamil Abdurakhimov,Walt Harris,-110.0,-130.0
10163,UFC Fight Night 96: Lineker vs. Dodson,Oct 2016,Zak Ottow,Josh Burkman,160.0,-210.0
10164,UFC Vegas 57,Oct 2022,Brendan Allen,Krzysztof Jotko,-125.0,105.0
10165,UFC Vegas 57,Oct 2022,Chelsea Chandler,Julija Stoliarenko,-150.0,130.0
10166,UFC Vegas 57,Oct 2022,Chris Daukaus,Jairzinho Rozenstruik,165.0,-200.0
10167,UFC Vegas 57,Oct 2022,Daniel Santos,John Castaneda,130.0,-150.0
10168,UFC Vegas 57,Oct 2022,Don Shainis,Sodiq Yusuff,420.0,-550.0
10169,UFC Vegas 57,Oct 2022,Francisco Trinaldo,Randy Brown,195.0,-230.0
10170,UFC Vegas 57,Oct 2022,Guido Cannetti,Randy Costa,220.0,-260.0
10171,UFC Vegas 57,Oct 2022,Ilir Latifi,Aleksei Oliynyk,-200.0,170.0
10173,UFC Vegas 57,Oct 2022,Jesse Ronson,Joaquim Silva,145.0,-170.0
10177,UFC Vegas 57,Oct 2022,Mackenzie Dern,Yan Xiaonan.,-185.0,160.0
10178,UFC Vegas 57,Oct 2022,Maxim Grishin,Philipe Lins,-110.0,-110.0
10179,UFC Vegas 57,Oct 2022,Mike Davis,Uros Medic,-175.0,145.0
10180,UFC Vegas 57,Oct 2022,Mike Davis,Viacheslav Borshchev,-250.0,210.0
10184,UFC Vegas 57,Oct 2022,Raoni Barcelos,Trevin Jones,-280.0,240.0
10189,UFC 77: Hostile Territory,Oct 2007,Alvin Robinson,Jorge Gurgel,150.0,-170.0
10190,UFC 77: Hostile Territory,Oct 2007,Anderson Silva,Rich Franklin,-300.0,220.0
10191,UFC 77: Hostile Territory,Oct 2007,Brandon Vera,Tim Sylvia,-200.0,170.0
10192,UFC 77: Hostile Territory,Oct 2007,Forrest Petz,Josh Burkman,270.0,-330.0
10194,UFC 77: Hostile Territory,Oct 2007,Kalib Starnes,Alan Belcher,-140.0,100.0
10195,UFC 77: Hostile Territory,Oct 2007,Ryan Jensen,Demian Maia,175.0,-210.0
10196,UFC 77: Hostile Territory,Oct 2007,Stephan Bonnar,Eric Schafer,-360.0,300.0
10198,UFC 77: Hostile Territory,Oct 2007,Yushin Okami,Jason Macdonald,-135.0,-105.0
10199,UFC Fight Night 118: Cerrone vs. Till,Oct 2017,Artem Lobov,Andre Fili,155.0,-195.0
10200,UFC Fight Night 118: Cerrone vs. Till,Oct 2017,Aspen Ladd,Lina Lansberg,-265.0,185.0
10201,UFC Fight Night 118: Cerrone vs. Till,Oct 2017,Brian Kelleher,Damian Stasiak,-165.0,125.0
10202,UFC Fight Night 118: Cerrone vs. Till,Oct 2017,Darren Till,Donald Cerrone,125.0,-165.0
10203,UFC Fight Night 118: Cerrone vs. Till,Oct 2017,Devin Clark,Jan Blachowicz,-150.0,110.0
10205,UFC Fight Night 118: Cerrone vs. Till,Oct 2017,Felipe Arantes,Josh Emmett,190.0,-270.0
10207,UFC Fight Night 118: Cerrone vs. Till,Oct 2017,Jodie Esquibel,Karolina Kowalkiewicz,250.0,-350.0
10208,UFC Fight Night 118: Cerrone vs. Till,Oct 2017,Jonathan Wilson,Oskar Piechota,160.0,-210.0
10212,UFC Fight Night 118: Cerrone vs. Till,Oct 2017,Nasrat Haqparast,Marcin Held,285.0,-405.0
10214,UFC Fight Night 118: Cerrone vs. Till,Oct 2017,Sam Alvey,Ramazan Emeev,-140.0,100.0
10215,UFC Fight Night 118: Cerrone vs. Till,Oct 2017,Warlley Alves,Salim Touahri,-315.0,235.0
10216,UFC 294,Oct 2023,Abu Azaitar,Sedriques Dumas,130.0,-175.0
10217,UFC 294,Oct 2023,Alexander Volkanovski,Islam Makhachev,215.0,-290.0
10218,UFC 294,Oct 2023,Anshul Jubli,Mike Breeden,-400.0,275.0
10219,UFC 294,Oct 2023,Charles Oliveira,Islam Makhachev,225.0,-275.0
10220,UFC 294,Oct 2023,Ikram Aliskerov,Nassourdine Imavov,-125.0,100.0
10221,UFC 294,Oct 2023,Ikram Aliskerov,Warlley Alves,-400.0,325.0
10224,UFC 294,Oct 2023,Javid Basharat,Victor Henry,-480.0,360.0
10225,UFC 294,Oct 2023,Jinh Yu Frey,Viktoriia Dudakova,200.0,-275.0
10226,UFC 294,Oct 2023,Johnny Walker,Magomed Ankalaev,300.0,-450.0
10227,UFC 294,Oct 2023,Kamaru Usman,Khamzat Chimaev,-200.0,170.0
10228,UFC 294,Oct 2023,Khamzat Chimaev,Paulo Costa,-351.0,275.0
10231,UFC 294,Oct 2023,Mohammad Yahya,Trevor Peek,-163.0,120.0
10232,UFC 294,Oct 2023,Muhammad Mokaev,Tim Elliott,-649.0,400.0
10233,UFC 294,Oct 2023,Muhammad Naimov,Nathaniel Wood,200.0,-275.0
10237,UFC 294,Oct 2023,Said Nurmagomedov,Muin Gafurov,-198.0,164.0
10244,UFC 281,Oct 2022,Abubakar Nurmagomedov,Gadzhi Omargadzhiev,-180.0,155.0
10245,UFC 281,Oct 2022,Aljamain Sterling,Tj Dillashaw,-220.0,185.0
10246,UFC 281,Oct 2022,Armen Petrosyan,A.J. Dobson,-210.0,180.0
10247,UFC 281,Oct 2022,Belal Muhammad,Sean Brady,-225.0,190.0
10248,UFC 281,Oct 2022,Beneil Dariush,Mateusz Gamrot,135.0,-155.0
10249,UFC 281,Oct 2022,Caio Borralho,Makhmud Muradov,-200.0,170.0
10250,UFC 281,Oct 2022,Charles Oliveira,Islam Makhachev,250.0,-300.0
10253,UFC 281,Oct 2022,Karol Rosa,Lina Lansberg,-275.0,235.0
10255,UFC 281,Oct 2022,Malcolm Gordon,Muhammad Mokaev,500.0,-700.0
10256,UFC 281,Oct 2022,Nikita Krylov,Volkan Oezdemir,-188.0,140.0
10257,UFC 281,Oct 2022,Petr Yan,Sean Omalley,-250.0,210.0
10260,UFC 121: Lesnar vs. Velasquez,Oct 2010,Brendan Schaub,Gabriel Gonzaga,180.0,-240.0
10261,UFC 121: Lesnar vs. Velasquez,Oct 2010,Brock Lesnar,Cain Velasquez,-190.0,150.0
10262,UFC 121: Lesnar vs. Velasquez,Oct 2010,Chris Camozzi,Dongi Yang,120.0,-150.0
10263,UFC 121: Lesnar vs. Velasquez,Oct 2010,Court McGee,Ryan Jensen,-260.0,200.0
10264,UFC 121: Lesnar vs. Velasquez,Oct 2010,Daniel Roberts,Mike Guymon,-155.0,125.0
10265,UFC 121: Lesnar vs. Velasquez,Oct 2010,Diego Sanchez,Paulo Thiago,150.0,-190.0
10267,UFC 121: Lesnar vs. Velasquez,Oct 2010,Gilbert Yvel,Jon Madsen,175.0,-225.0
10268,UFC 121: Lesnar vs. Velasquez,Oct 2010,Jake Shields,Martin Kampmann,-365.0,275.0
10272,UFC 121: Lesnar vs. Velasquez,Oct 2010,Patrick Cote,Tom Lawlor,-170.0,140.0
10273,UFC 121: Lesnar vs. Velasquez,Oct 2010,Paul Taylor,Sam Stout,100.0,-130.0
10277,UFC 121: Lesnar vs. Velasquez,Oct 2010,Tito Ortiz,Matt Hamill,120.0,-150.0
10279,UFC Fight Night: Costa vs. Vettori,Oct 2021,Aaron Phillips,Jonathan Martinez,260.0,-350.0
10280,UFC Fight Night: Costa vs. Vettori,Oct 2021,Alex Caceres,Seung Woo Choi,155.0,-180.0
10281,UFC Fight Night: Costa vs. Vettori,Oct 2021,Daniel Lacerda,Jeff Molina,145.0,-170.0
10282,UFC Fight Night: Costa vs. Vettori,Oct 2021,David Onama,Mason Jones,450.0,-700.0
10283,UFC Fight Night: Costa vs. Vettori,Oct 2021,Dwight Grant,Francisco Trinaldo,140.0,-160.0
10284,UFC Fight Night: Costa vs. Vettori,Oct 2021,Grant Dawson,Rick Glenn,-400.0,300.0
10285,UFC Fight Night: Costa vs. Vettori,Oct 2021,Gregory Rodrigues,Jun Yong Park,145.0,-170.0
10286,UFC Fight Night: Costa vs. Vettori,Oct 2021,Ike Villanueva,Nicolae Negumereanu,250.0,-300.0
10287,UFC Fight Night: Costa vs. Vettori,Oct 2021,Jai Herbert,Khama Worthy,-105.0,-115.0
10288,UFC Fight Night: Costa vs. Vettori,Oct 2021,Jamie Pickett,Laureano Staropoli,200.0,-240.0
10291,UFC Fight Night: Costa vs. Vettori,Oct 2021,Jonathan Martinez,Zviad Lazishvili,140.0,-170.0
10292,UFC Fight Night: Costa vs. Vettori,Oct 2021,Joselyne Edwards,Jessica-Rose Clark,130.0,-150.0
10295,UFC Fight Night: Costa vs. Vettori,Oct 2021,Marvin Vettori,Paulo Costa,130.0,-150.0
10299,UFC Fight Night: Costa vs. Vettori,Oct 2021,Randa Markos,Livia Renata Souza,130.0,-150.0
10300,UFC Fight Night: Costa vs. Vettori,Oct 2021,Tabatha Ricci,Maria de Oliveira Neta,-180.0,155.0
10302,Road to UFC,Oct 2022,Keisuke Sasu,Bala Jin,-150.0,130.0
10303,Road to UFC,Oct 2022,Keisuke Sasu,Lajin Ba,140.0,-165.0
10304,Road to UFC,Oct 2022,Koyomi Matsushima,Zha Yi,115.0,-135.0
10305,Road to UFC,Oct 2022,Rinya Nakamura,Shohei Nose,-260.0,220.0
10306,Road to UFC,Oct 2022,Toshiomi Kazama,Min Woo Kim,130.0,-175.0
10307,UFC 104: Machida vs Rua,Oct 2009,Anthony Johnson,Yoshiyuki Yoshida,-280.0,220.0
10308,UFC 104: Machida vs Rua,Oct 2009,Ben Rothwell,Cain Velasquez,200.0,-260.0
10309,UFC 104: Machida vs Rua,Oct 2009,Chael Sonnen,Yushin Okami,175.0,-225.0
10310,UFC 104: Machida vs Rua,Oct 2009,Chase Gormley,Stefan Struve,-225.0,175.0
10311,UFC 104: Machida vs Rua,Oct 2009,Eric Schafer,Ryan Bader,280.0,-370.0
10312,UFC 104: Machida vs Rua,Oct 2009,Gleison Tibau,Josh Neer,-130.0,100.0
10313,UFC 104: Machida vs Rua,Oct 2009,Joe Stevenson,Spencer Fisher,-215.0,170.0
10314,UFC 104: Machida vs Rua,Oct 2009,Jorge Rivera,Rob Kimmons,130.0,-160.0
10316,UFC 104: Machida vs Rua,Oct 2009,Kyle Kingsbury,Razak Al-Hussan,-130.0,100.0
10317,UFC 104: Machida vs Rua,Oct 2009,Lyoto Machida,Mauricio Rua,-475.0,325.0
10318,UFC 104: Machida vs Rua,Oct 2009,Pat Barry,Antoni Hardonk,-105.0,-125.0
10325,UFC Fight Night 76: Holohan vs. Smolka,Oct 2015,Bubba Bush,Garreth McLellan,-245.0,175.0
10326,UFC Fight Night 76: Holohan vs. Smolka,Oct 2015,Cathal Pendred,Tom Breese,-105.0,-135.0
10327,UFC Fight Night 76: Holohan vs. Smolka,Oct 2015,Darren Elkins,Robert Whiteford,-180.0,140.0
10328,UFC Fight Night 76: Holohan vs. Smolka,Oct 2015,Darren Till,Nicolas Dalby,110.0,-150.0
10329,UFC Fight Night 76: Holohan vs. Smolka,Oct 2015,Ericka Almeida,Aisling Daly,-115.0,-125.0
